"2674","afirmować",afirmuje,afirmuj,afirmować,断言する,to affirm,denomitive,aorist,0,0
"2675","afiszować",afiszuje,afiszuj,afiszować,誇示する,flaunt,denomitive,aorist,0,0
"2676","agitować",agituje,agituj,agitować,エネルギーを与える,energize,denomitive,aorist,0,0
"2677","aglomerować",aglomeruje,aglomeruj,aglomerować,凝集,agglomerate,denomitive,aorist,0,0
"2678","aglutynować",aglutynuje,aglutynuj,aglutynować,凝集する,agglutinate,denomitive,aorist,0,0
"2679","agrawować",agrawuje,agrawuj,agrawować,agraw,agraw,denomitive,aorist,0,0
"2680","agregatować",agregatuje,agregatuj,agregatować,集計,aggregate,denomitive,aorist,0,0
"2681","akademizować",akademizuje,akademizuj,akademizować,アカデミー化する,to academize,denomitive,aorist,0,0
"2682","akcentować",akcentuje,akcentuj,akcentować,強調する,accentuate,denomitive,aorist,0,0
"2683","akceptować",akceptuje,akceptuj,akceptować,受け入れる,accept,denomitive,aorist,0,0
"2684","aklamować",aklamuje,aklamuj,aklamować,称賛,acclaim,denomitive,aorist,0,0
"2685","aklimatyzować",aklimatyzuje,aklimatyzuj,aklimatyzować,順応する,acclimate,denomitive,aorist,0,0
"2686","akomodować",akomoduje,akomoduj,akomodować,収容,accommodate,denomitive,aorist,0,0
"2687","akompaniować",akompaniuje,akompaniuj,akompaniować,同行,accompany,denomitive,aorist,0,0
"2688","akredytować",akredytuje,akredytuj,akredytować,認定,accredit,denomitive,aorist,0,0
"2689","aktorować",aktoruje,aktoruj,aktorować,行動する,to act,denomitive,aorist,0,0
"2690","aktualizować",aktualizuje,aktualizuj,aktualizować,アップデート,update,denomitive,aorist,0,0
"2691","aktywizować",aktywizuje,aktywizuj,aktywizować,活性化,activate,denomitive,aorist,0,0
"2692","aktywować",aktywuje,aktywuj,aktywować,活性化,activate,denomitive,aorist,0,0
"2693","akumulować",akumuluje,akumuluj,akumulować,蓄積する,accumulate,denomitive,aorist,0,0
"2694","akwirować",akwiruje,akwiruj,akwirować,取得する,to aquire,denomitive,aorist,0,0
"2695","alarmować",alarmuje,alarmuj,alarmować,警報,alarm,denomitive,aorist,0,0
"2696","alegoryzować",alegoryzuje,alegoryzuj,alegoryzować,寓話する,allegorize,denomitive,aorist,0,0
"2697","alergizować",alergizuje,alergizuj,alergizować,アレルゲン,allergen,denomitive,aorist,0,0
"2698","algorytmizować",algorytmizuje,algorytmizuj,algorytmizować,アルゴリズム化,algorithmize,denomitive,aorist,0,0
"2699","alienować",alienuje,alienuj,alienować,疎外する,alienate,denomitive,aorist,0,0
"2700","alimentować",alimentuje,alimentuj,alimentować,aliment,aliment,denomitive,aorist,0,0
"2701","alkalizować",alkalizuje,alkalizuj,alkalizować,アルカリ化,alkalize,denomitive,aorist,0,0
"2702","alkilować",alkiluje,alkiluj,alkilować,アルキレート,alkylate,denomitive,aorist,0,0
"2703","alkoholizować",alkoholizuje,alkoholizuj,alkoholizować,アルコール化,alcoholize,denomitive,aorist,0,0
"2704","alokować",alokuje,alokuj,alokować,割り当てる,allocate,denomitive,aorist,0,0
"2705","alternować",alternuje,alternuj,alternować,代わりの,alternate,denomitive,aorist,0,0
"2706","alterować",alteruje,alteruj,alterować,苦しめる,excruciate,denomitive,aorist,0,0
"2707","aluminiować",aluminiuje,aluminiuj,aluminiować,アルミニウム,aluminum,denomitive,aorist,0,0
"2708","amalgamować",amalgamuje,amalgamuj,amalgamować,アマルガメート,amalgamate,denomitive,aorist,0,0
"2709","ambarasować",ambarasuje,ambarasuj,ambarasować,恥ずかしい,embarrass,denomitive,aorist,0,0
"2710","ambarkować",ambarkuje,ambarkuj,ambarkować,乗船,ambark,denomitive,aorist,0,0
"2711","ambasadorować",ambasadoruje,ambasadoruj,ambasadorować,大使,ambassador,denomitive,aorist,0,0
"2712","aminować",aminuje,aminuj,aminować,アミン,amine,denomitive,aorist,0,0
"2713","amnestionować",amnestionuje,amnestionuj,amnestionować,恩赦,amnesty,denomitive,aorist,0,0
"2714","amnestiować",amnestiuje,amnestiuj,amnestiować,自由を与える,grant freedom,denomitive,aorist,0,0
"2715","amoniakować",amoniakuje,amoniakuj,amoniakować,アンモニア,ammonia,denomitive,aorist,0,0
"2716","amortyzować",amortyzuje,amortyzuj,amortyzować,吸収する,absorb,denomitive,aorist,0,0
"2717","amplifikować",amplifikuje,amplifikuj,amplifikować,拡大する,magnify,denomitive,aorist,0,0
"2718","amputować",amputuje,amputuj,amputować,切り刻む,amputate,denomitive,aorist,0,0
"2719","anagramować",anagramuje,anagramuj,anagramować,アナグラム,anagram,denomitive,aorist,0,0
"2720","analizować",analizuje,analizuj,analizować,分析する,analyze,denomitive,aorist,0,0
"2721","analogizować",analogizuje,analogizuj,analogizować,類推,analogize,denomitive,aorist,0,0
"2722","anarchizować",anarchizuje,anarchizuj,anarchizować,整理する,anarchize,denomitive,aorist,0,0
"2723","anektować",anektuje,anektuj,anektować,別館,annex,denomitive,aorist,0,0
"2724","angażować",angażuje,angażuj,angażować,従事,engage,denomitive,aorist,0,0
"2725","anglizować",anglizuje,anglizuj,anglizować,英語,English,denomitive,aorist,0,0
"2726","angobować",angobuje,angobuj,angobować,engob,engob,denomitive,aorist,0,0
"2727","anihilować",anihiluje,anihiluj,anihilować,絶滅させる,annihilate,denomitive,aorist,0,0
"2728","animalizować",animalizuje,animalizuj,animalizować,アニメート,animate,denomitive,aorist,0,0
"2729","animizować",animizuje,animizuj,animizować,アニメート,animate,denomitive,aorist,0,0
"2730","animować",animuje,animuj,animować,アニメート,animate,denomitive,aorist,0,0
"2731","ankietować",ankietuje,ankietuj,ankietować,投票,poll,denomitive,aorist,0,0
"2732","ankietyzować",ankietyzuje,ankietyzuj,ankietyzować,投票,poll,denomitive,aorist,0,0
"2733","anodować",anoduje,anoduj,anodować,陽極酸化,anodize,denomitive,aorist,0,0
"2734","anodyzować",anodyzuje,anodyzuj,anodyzować,陽極酸化,anodize,denomitive,aorist,0,0
"2735","anonsować",anonsuje,anonsuj,anonsować,宣伝する,advertise,denomitive,aorist,0,0
"2736","antagonizować",antagonizuje,antagonizuj,antagonizować,敵対する,antagonize,denomitive,aorist,0,0
"2737","antedatować",antedatuje,antedatuj,antedatować,先行,antedate,denomitive,aorist,0,0
"2738","antropomorfizować",antropomorfizuje,antropomorfizuj,antropomorfizować,擬人化,anthropomorphize,denomitive,aorist,0,0
"2739","antycypować",antycypuje,antycypuj,antycypować,予想,anticipate,denomitive,aorist,0,0
"2740","antydatować",antydatuje,antydatuj,antydatować,前日,predate,denomitive,aorist,0,0
"2741","antykizować",antykizuje,antykizuj,antykizować,アンティーク化,antiqueize,denomitive,aorist,0,0
"2742","antyszambrować",antyszambruje,antyszambruj,antyszambrować,反堤防,anti-embankment,denomitive,aorist,0,0
"2743","anulować",anuluje,anuluj,anulować,キャンセル,cancel,denomitive,aorist,0,0
"2744","apelować",apeluje,apeluj,apelować,訴える,appeal,denomitive,aorist,0,0
"2745","apercypować",apercypuje,apercypuj,apercypować,apperceive,apperceive,denomitive,aorist,0,0
"2746","aplikować",aplikuje,aplikuj,aplikować,申し込み,apply,denomitive,aorist,0,0
"2747","apologizować",apologizuje,apologizuj,apologizować,謝罪,apologize,denomitive,aorist,0,0
"2748","aportować",aportuje,aportuj,aportować,取得,retrieve,denomitive,aorist,0,0
"2749","apostołować",apostołuje,apostołuj,apostołować,伝道する,evangelize,denomitive,aorist,0,0
"2750","apostrofować",apostrofuje,apostrofuj,apostrofować,使徒職,apostrophize,denomitive,aorist,0,0
"2751","apoteozować",apoteozuje,apoteozuj,apoteozować,栄光を与える,glorify,denomitive,aorist,0,0
"2752","apreturować",apreturuje,apreturuj,apreturować,終了,finish,denomitive,aorist,0,0
"2753","aprobować",aprobuje,aprobuj,aprobować,承認,approve,denomitive,aorist,0,0
"2754","aproksymować",aproksymuje,aproksymuj,aproksymować,近似,approximate,denomitive,aorist,0,0
"2755","aprowidować",aprowiduje,aprowiduj,aprowidować,購入,purvey,denomitive,aorist,0,0
"2756","aranżować",aranżuje,aranżuj,aranżować,整える,arrange,denomitive,aorist,0,0
"2757","arbitrażować",arbitrażuje,arbitrażuj,arbitrażować,調停する,to arbitrate,denomitive,aorist,0,0
"2758","archaizować",archaizuje,archaizuj,archaizować,アーカイズ,archaize,denomitive,aorist,0,0
"2759","archiwizować",archiwizuje,archiwizuj,archiwizować,記録,archive,denomitive,aorist,0,0
"2760","arendować",arenduje,arenduj,arendować,リース,lease,denomitive,aorist,0,0
"2761","aresztować",aresztuje,aresztuj,aresztować,逮捕,arrest,denomitive,aorist,0,0
"2762","arfować",arfuje,arfuj,arfować,サーフィン,surf,denomitive,aorist,0,0
"2763","argumentować",argumentuje,argumentuj,argumentować,口論,argue,denomitive,aorist,0,0
"2764","aromatyzować",aromatyzuje,aromatyzuj,aromatyzować,芳香化する,aromatize,denomitive,aorist,0,0
"2765","artykułować",artykułuje,artykułuj,artykułować,明確にする,articulate,denomitive,aorist,0,0
"2766","arylować",aryluje,aryluj,arylować,アリーレート,arylate,denomitive,aorist,0,0
"2767","asekurować",asekuruje,asekuruj,asekurować,守る,protect,denomitive,aorist,0,0
"2768","asenizować",asenizuje,asenizuj,asenizować,消毒する,sanitize,denomitive,aorist,0,0
"2769","asfaltować",asfaltuje,asfaltuj,asfaltować,アスファルト,asphalt,denomitive,aorist,0,0
"2770","asocjować",asocjuje,asocjuj,asocjować,仲間、同僚,associate,denomitive,aorist,0,0
"2771","aspektować",aspektuje,aspektuj,aspektować,側面,aspect,denomitive,aorist,0,0
"2772","aspirować",aspiruje,aspiruj,aspirować,志す,aspire,denomitive,aorist,0,0
"2773","asygnować",asygnuje,asygnuj,asygnować,割り当てる,allocate,denomitive,aorist,0,0
"2774","asymilować",asymiluje,asymiluj,asymilować,同化する,assimilate,denomitive,aorist,0,0
"2775","asystować",asystuje,asystuj,asystować,支援する,assist,denomitive,aorist,0,0
"2776","atakować",atakuje,atakuj,atakować,攻撃,attack,denomitive,aorist,0,0
"2777","atamanować",atamanuje,atamanuj,atamanować,攻撃,attack,denomitive,aorist,0,0
"2778","atandrysować",atandrysuje,atandrysuj,atandrysować,ストリーク,streak,denomitive,aorist,0,0
"2779","ateizować",ateizuje,ateizuj,ateizować,atheize,atheize,denomitive,aorist,0,0
"2780","atentować",atentuje,atentuj,atentować,注意,attent,denomitive,aorist,0,0
"2781","atestować",atestuje,atestuj,atestować,証明する,to certify,denomitive,aorist,0,0
"2782","atomizować",atomizuje,atomizuj,atomizować,噴霧化,atomize,denomitive,aorist,0,0
"2783","atutować",atutuje,atutuj,atutować,切り札を再生する,play trumps,denomitive,aorist,0,0
"2784","aukcjonować",aukcjonuje,aukcjonuj,aukcjonować,競売,auction,denomitive,aorist,0,0
"2785","auskultować",auskultuje,auskultuj,auskultować,auscultate,auscultate,denomitive,aorist,0,0
"2786","autobiografizować",autobiografizuje,autobiografizuj,autobiografizować,自伝,autobiographize,denomitive,aorist,0,0
"2787","autografować",autografuje,autografuj,autografować,サイン,autograph,denomitive,aorist,0,0
"2788","autoironizować",autoironizuje,autoironizuj,autoironizować,自己皮肉,self-ironic,denomitive,aorist,0,0
"2789","autolizować",autolizuje,autolizuj,autolizować,自動溶解,autolyze,denomitive,aorist,0,0
"2790","automatyzować",automatyzuje,automatyzuj,automatyzować,自動化,automate,denomitive,aorist,0,0
"2791","autonomizować",autonomizuje,autonomizuj,autonomizować,自動化,autonomize,denomitive,aorist,0,0
"2792","autoryzować",autoryzuje,autoryzuj,autoryzować,承認する,authorize,denomitive,aorist,0,0
"2793","autować",autuje,autuj,autować,ドライブ,drive,denomitive,aorist,0,0
"2794","awansować",awansuje,awansuj,awansować,前進,advance,denomitive,aorist,0,0
"2795","awanturować",awanturuje,awanturuj,awanturować,行,row,denomitive,aorist,0,0
"2796","awizować",awizuje,awizuj,awizować,アドバイス,advise,denomitive,aorist,0,0
"2797","azotować",azotuje,azotuj,azotować,硝化,nitrify,denomitive,aorist,0,0
"2798","ałłachować",ałłachuje,ałłachuj,ałłachować,後悔,regret,denomitive,aorist,0,0
"2799","ażurować",ażuruje,ażuruj,ażurować,透かし彫りの飾り,ornament with openwork,denomitive,aorist,0,0
"2800","bachować",bachuje,bachuj,bachować,浮気,cheat,denomitive,aorist,0,0
"2801","bachusować",bachusuje,bachusuj,bachusować,バッカス,Bacchus,denomitive,aorist,0,0
"2802","bacować",bacuje,bacuj,bacować,羊飼い,shepherd,denomitive,aorist,0,0
"2803","bagatelizować",bagatelizuje,bagatelizuj,bagatelizować,見くびる,belittle,denomitive,aorist,0,0
"2804","bagrować",bagruje,bagruj,bagrować,引っ張る,drag,denomitive,aorist,0,0
"2805","bajerować",bajeruje,bajeruj,bajerować,でっち上げ,hoax,denomitive,aorist,0,0
"2806","bajronizować",bajronizuje,bajronizuj,bajronizować,バイロナイズ,byronize,denomitive,aorist,0,0
"2807","bajtlować",bajtluje,bajtluj,bajtlować,デュープ,dupe,denomitive,aorist,0,0
"2808","bakierować",bakieruje,bakieruj,bakierować,歪む,distort,denomitive,aorist,0,0
"2809","balangować",balanguje,balanguj,balangować,パーティ,party,denomitive,aorist,0,0
"2810","balansować",balansuje,balansuj,balansować,振動する,oscillate,denomitive,aorist,0,0
"2811","balastować",balastuje,balastuj,balastować,バラスト,ballast,denomitive,aorist,0,0
"2812","baletować",baletuje,baletuj,baletować,バレエに,to ballet,denomitive,aorist,0,0
"2813","balladować",balladuje,balladuj,balladować,バラード,ballad,denomitive,aorist,0,0
"2814","balotować",balotuje,balotuj,balotować,投票,ballot,denomitive,aorist,0,0
"2815","balować",baluje,baluj,balować,ジャンケット,junket,denomitive,aorist,0,0
"2816","balsamować",balsamuje,balsamuj,balsamować,防腐剤,embalm,denomitive,aorist,0,0
"2817","banalizować",banalizuje,banalizuj,banalizować,些細なこと,trivialize,denomitive,aorist,0,0
"2818","bandażować",bandażuje,bandażuj,bandażować,包帯,bandage,denomitive,aorist,0,0
"2819","banderolować",banderoluje,banderoluj,banderolować,バンド,band,denomitive,aorist,0,0
"2820","banitować",banituje,banituj,banitować,無法者,outlaw,denomitive,aorist,0,0
"2821","bankietować",bankietuje,bankietuj,bankietować,カルーセ,carouse,denomitive,aorist,0,0
"2822","bankrutować",bankrutuje,bankrutuj,bankrutować,不合格,fail,denomitive,aorist,0,0
"2823","banować",banuje,banuj,banować,禁止,ban,denomitive,aorist,0,0
"2824","baraszkować",baraszkuje,baraszkuj,baraszkować,戯れる,frolic,denomitive,aorist,0,0
"2825","barbaryzować",barbaryzuje,barbaryzuj,barbaryzować,野蛮にする,barbarize,denomitive,aorist,0,0
"2826","barykadować",barykaduje,barykaduj,barykadować,バリケード,barricade,denomitive,aorist,0,0
"2827","basować",basuje,basuj,basować,バッシュ,bash,denomitive,aorist,0,0
"2828","bastować",bastuje,bastuj,bastować,いじめっ子,bully,denomitive,aorist,0,0
"2829","batikować",batikuje,batikuj,batikować,batik,batik,denomitive,aorist,0,0
"2830","bazować",bazuje,bazuj,bazować,基づくこと,be based,denomitive,aorist,0,0
"2831","bałykować",bałykuje,bałykuj,bałykować,綿毛,fluff,denomitive,aorist,0,0
"2832","beatyfikować",beatyfikuje,beatyfikuj,beatyfikować,ビートファイ,beatify,denomitive,aorist,0,0
"2833","beczkować",beczkuje,beczkuj,beczkować,たる,barrel,denomitive,aorist,0,0
"2834","bejcować",bejcuje,bejcuj,bejcować,染色,stain,denomitive,aorist,0,0
"2835","beletryzować",beletryzuje,beletryzuj,beletryzować,ノベル化,novelize,denomitive,aorist,0,0
"2836","belfrować",belfruje,belfruj,belfrować,教える,teach,denomitive,aorist,0,0
"2837","belkować",belkuje,belkuj,belkować,ジョイスト,joist,denomitive,aorist,0,0
"2838","belować",beluje,beluj,belować,ベール,bale,denomitive,aorist,0,0
"2839","betonować",betonuje,betonuj,betonować,コンクリート,concrete,denomitive,aorist,0,0
"2840","białkować",białkuje,białkuj,białkować,白塗り,whitewash,denomitive,aorist,0,0
"2841","bibliotekarzować",bibliotekarzuje,bibliotekarzuj,bibliotekarzować,図書館員,librarian,denomitive,aorist,0,0
"2842","bibować",bibuje,bibuj,bibować,酒宴,spree,denomitive,aorist,0,0
"2843","biczować",biczuje,biczuj,biczować,flog,flog,denomitive,aorist,0,0
"2844","biedować",bieduje,bieduj,biedować,貧しい,poor,denomitive,aorist,0,0
"2845","bielicować",bielicuje,bielicuj,bielicować,下腹,underbelly,denomitive,aorist,0,0
"2846","biesiadować",biesiaduje,biesiaduj,biesiadować,饗宴,feast,denomitive,aorist,0,0
"2847","bieżnikować",bieżnikuje,bieżnikuj,bieżnikować,リトレッド,retread,denomitive,aorist,0,0
"2848","bigosować",bigosuje,bigosuj,bigosować,折り目,crease,denomitive,aorist,0,0
"2849","bigować",biguje,biguj,bigować,折り目,crease,denomitive,aorist,0,0
"2850","bilansować",bilansuje,bilansuj,bilansować,残高,balance,denomitive,aorist,0,0
"2851","biletować",biletuje,biletuj,biletować,発券業務,ticketing,denomitive,aorist,0,0
"2852","bindować",binduje,binduj,bindować,練る,bind,denomitive,aorist,0,0
"2853","biwakować",biwakuje,biwakuj,biwakować,ビバーク,bivouac,denomitive,aorist,0,0
"2854","blagować",blaguje,blaguj,blagować,自慢,boast,denomitive,aorist,0,0
"2855","blanszować",blanszuje,blanszuj,blanszować,ブランシュ,blanch,denomitive,aorist,0,0
"2856","blokować",blokuje,blokuj,blokować,ブロック,block,denomitive,aorist,0,0
"2857","bojkotować",bojkotuje,bojkotuj,bojkotować,ボイコット,boycott,denomitive,aorist,0,0
"2858","boksować",boksuje,boksuj,boksować,箱,box,denomitive,aorist,0,0
"2859","bombardować",bombarduje,bombarduj,bombardować,爆撃,bombard,denomitive,aorist,0,0
"2860","borgować",borguje,borguj,borgować,ボルグ,borg,denomitive,aorist,0,0
"2861","borować",boruje,boruj,borować,ドリル,drill,denomitive,aorist,0,0
"2862","brakować",brakuje,brakuj,brakować,行方不明,be missing,denomitive,aorist,0,0
"2863","brandzlować",brandzluje,brandzluj,brandzlować,壊れた,broke,denomitive,aorist,0,0
"2864","brukować",brukuje,brukuj,brukować,舗装,pave,denomitive,aorist,0,0
"2865","brylować",bryluje,bryluj,brylować,輝く,sparkle,denomitive,aorist,0,0
"2866","brązować",brązuje,brązuj,brązować,ブラズ,braze,denomitive,aorist,0,0
"2867","budować",buduje,buduj,budować,建てる,build,denomitive,aorist,0,0
"2868","bukować",bukuje,bukuj,bukować,予約する,to book,denomitive,aorist,0,0
"2869","buksować",buksuje,buksuj,buksować,スピン,spin,denomitive,aorist,0,0
"2870","bulwersować",bulwersuje,bulwersuj,bulwersować,動揺,upset,denomitive,aorist,0,0
"2871","bumelować",bumeluje,bumeluj,bumelować,シャーク,shirk,denomitive,aorist,0,0
"2872","buntować",buntuje,buntuj,buntować,反乱,revolt,denomitive,aorist,0,0
"2873","butelkować",butelkuje,butelkuj,butelkować,ボトル,bottle,denomitive,aorist,0,0
"2874","buzować",buzuje,buzuj,buzować,ストーク,stoke,denomitive,aorist,0,0
"2875","bytować",bytuje,bytuj,bytować,住む,dwell,denomitive,aorist,0,0
"2876","błaznować",błaznuje,błaznuj,błaznować,バカ,fool,denomitive,aorist,0,0
"2877","całować",całuje,całuj,całować,接吻,kiss,denomitive,aorist,0,0
"2878","cechować",cechuje,cechuj,cechować,特徴づける,characterize,denomitive,aorist,0,0
"2879","cedować",ceduje,ceduj,cedować,譲歩する,to cede,denomitive,aorist,0,0
"2880","celebrować",celebruje,celebruj,celebrować,祝う,celebrate,denomitive,aorist,0,0
"2881","celować",celuje,celuj,celować,目指して,to aim,denomitive,aorist,0,0
"2882","cementować",cementuje,cementuj,cementować,セメント,cement,denomitive,aorist,0,0
"2883","cenzurować",cenzuruje,cenzuruj,cenzurować,検閲,censor,denomitive,aorist,0,0
"2884","cerować",ceruje,ceruj,cerować,くそー,darn,denomitive,aorist,0,0
"2885","certyfikować",certyfikuje,certyfikuj,certyfikować,証明する,certify,denomitive,aorist,0,0
"2886","charakteryzować",charakteryzuje,charakteryzuj,charakteryzować,特徴づける,characterize,denomitive,aorist,0,0
"2887","chomikować",chomikuje,chomikuj,chomikować,買いだめ,hoard,denomitive,aorist,0,0
"2888","chorować",choruje,choruj,chorować,病気になる,get sick,denomitive,aorist,0,0
"2889","chromować",chromuje,chromuj,chromować,クロム,chrome,denomitive,aorist,0,0
"2890","chrystianizować",chrystianizuje,chrystianizuj,chrystianizować,キリスト教化,christianize,denomitive,aorist,0,0
"2891","cieniować",cieniuje,cieniuj,cieniować,シェード,shade,denomitive,aorist,0,0
"2892","cudować",cuduje,cuduj,cudować,大騒ぎ,fuss,denomitive,aorist,0,0
"2893","cumować",cumuje,cumuj,cumować,湿原,moor,denomitive,aorist,0,0
"2894","cwaniakować",cwaniakuje,cwaniakuj,cwaniakować,ドジャー,dodger,denomitive,aorist,0,0
"2895","cwałować",cwałuje,cwałuj,cwałować,ギャロップ,gallop,denomitive,aorist,0,0
"2896","cyfrować",cyfruje,cyfruj,cyfrować,暗号,cipher,denomitive,aorist,0,0
"2897","cyfryzować",cyfryzuje,cyfryzuj,cyfryzować,デジタル化,digitize,denomitive,aorist,0,0
"2898","cyrkulować",cyrkuluje,cyrkuluj,cyrkulować,循環する,circulate,denomitive,aorist,0,0
"2899","cytować",cytuje,cytuj,cytować,見積もり,quote,denomitive,aorist,0,0
"2900","cywilizować",cywilizuje,cywilizuj,cywilizować,文明化する,civilize,denomitive,aorist,0,0
"2901","czarterować",czarteruje,czarteruj,czarterować,チャーター,charter,denomitive,aorist,0,0
"2902","czatować",czatuje,czatuj,czatować,チャット,chat,denomitive,aorist,0,0
"2903","członkować",członkuje,członkuj,członkować,明確にする,articulate,denomitive,aorist,0,0
"2904","członować",członuje,członuj,członować,メンバー,member,denomitive,aorist,0,0
"2905","dachować",dachuje,dachuj,dachować,ロールオーバーする,to roll over,denomitive,aorist,0,0
"2906","dawkować",dawkuje,dawkuj,dawkować,用量,dose,denomitive,aorist,0,0
"2907","debiutować",debiutuje,debiutuj,debiutować,デビューする,make a debut,denomitive,aorist,0,0
"2908","decydować",decyduje,decyduj,decydować,決定,determine,denomitive,aorist,0,0
"2909","decymować",decymuje,decymuj,decymować,間引,decimate,denomitive,aorist,0,0
"2910","dedukować",dedukuje,dedukuj,dedukować,推測する,deduce,denomitive,aorist,0,0
"2911","dedykować",dedykuje,dedykuj,dedykować,献身,dedicate,denomitive,aorist,0,0
"2912","defasonować",defasonuje,defasonuj,defasonować,変形する,deform,denomitive,aorist,0,0
"2913","defekować",defekuje,defekuj,defekować,排泄する,defecate,denomitive,aorist,0,0
"2914","defilować",defiluje,defiluj,defilować,パレード,parade,denomitive,aorist,0,0
"2915","definiować",definiuje,definiuj,definiować,定義,define,denomitive,aorist,0,0
"2916","deformować",deformuje,deformuj,deformować,変形する,deform,denomitive,aorist,0,0
"2917","defraudować",defrauduje,defrauduj,defraudować,詐欺,defraud,denomitive,aorist,0,0
"2918","degenerować",degeneruje,degeneruj,degenerować,縮退,degenerate,denomitive,aorist,0,0
"2919","degradować",degraduje,degraduj,degradować,劣化する,degrade,denomitive,aorist,0,0
"2920","degustować",degustuje,degustuj,degustować,味わう,to taste,denomitive,aorist,0,0
"2921","dehumanizować",dehumanizuje,dehumanizuj,dehumanizować,非人間化,dehumanize,denomitive,aorist,0,0
"2922","deklamować",deklamuje,deklamuj,deklamować,宣言する,declaim,denomitive,aorist,0,0
"2923","deklarować",deklaruje,deklaruj,deklarować,宣言する,declare,denomitive,aorist,0,0
"2924","deklasować",deklasuje,deklasuj,deklasować,アウトクラス,outclass,denomitive,aorist,0,0
"2925","deklinować",deklinuje,deklinuj,deklinować,却下,decline,denomitive,aorist,0,0
"2926","dekomunizować",dekomunizuje,dekomunizuj,dekomunizować,デコミュニセ,decommunise,denomitive,aorist,0,0
"2927","dekorować",dekoruje,dekoruj,dekorować,飾る,decorate,denomitive,aorist,0,0
"2928","dekować",dekuje,dekuj,dekować,屋根,roof,denomitive,aorist,0,0
"2929","delegować",deleguje,deleguj,delegować,委任,delegate,denomitive,aorist,0,0
"2930","delektować",delektuje,delektuj,delektować,楽しむ,to enjoy,denomitive,aorist,0,0
"2931","demaskować",demaskuje,demaskuj,demaskować,公開,expose,denomitive,aorist,0,0
"2932","dementować",dementuje,dementuj,dementować,同意しない,disagree,denomitive,aorist,0,0
"2933","demolować",demoluje,demoluj,demolować,スマッシュ,smash,denomitive,aorist,0,0
"2934","demonizować",demonizuje,demonizuj,demonizować,悪魔化する,demonize,denomitive,aorist,0,0
"2935","demonstrować",demonstruje,demonstruj,demonstrować,デモンストレーション,demonstrate,denomitive,aorist,0,0
"2936","demontować",demontuje,demontuj,demontować,分解する,disassemble,denomitive,aorist,0,0
"2937","demoralizować",demoralizuje,demoralizuj,demoralizować,士気をくじく,demoralize,denomitive,aorist,0,0
"2938","denazyfikować",denazyfikuje,denazyfikuj,denazyfikować,denazify,denazify,denomitive,aorist,0,0
