"4597","udrożnić",udrożn,udrożni,udrożnić,ブロックを解除する,unblock,4,aorist,0,0
"4598","udupić",udup,udupi,udupić,ストンプ,stomp,4,aorist,0,0
"4599","udziwnić",udziwn,udziwni,udziwnić,奇妙にする,make it strange,4,aorist,0,0
"4600","ugwieździć",ugwieźdz,ugwieździ,ugwieździć,星,star,4,aorist,0,0
"4601","ujarzmić",ujarzm,ujarzmi,ujarzmić,飼いならす,to tame,4,aorist,0,0
"4602","ujawnić",ujawn,ujawni,ujawnić,明らかな,reveal,4,aorist,0,0
"4603","ujednoznacznić",ujednoznaczn,ujednoznaczni,ujednoznacznić,明確にする,disambiguate,4,aorist,0,0
"4604","ulotnić",ulotn,ulotni,ulotnić,フェードアウト,fade away,4,aorist,0,0
"4605","umartwić",umartw,umartwi,umartwić,悔い改める,mortify,4,aorist,0,0
"4606","umiejscowić",umiejscow,umiejscowi,umiejscowić,場所,Place,4,aorist,0,0
"4607","umilić",umil,umili,umilić,楽しくする,make it pleasant,4,aorist,0,0
"4608","umoralnić",umoraln,umoralni,umoralnić,道徳化,moralize,4,aorist,0,0
"4609","umożliwić",umożliw,umożliwi,umożliwić,許可する,allow,4,aorist,0,0
"4610","unaocznić",unaoczn,unaoczni,unaocznić,視覚化,visualize,4,aorist,0,0
"4611","unarodowić",unarodow,unarodowi,unarodowić,国別化,nationalize,4,aorist,0,0
"4612","unaukowić",unaukow,unaukowi,unaukowić,教育する,to educate,4,aorist,0,0
"4613","unicestwić",unicestw,unicestwi,unicestwić,絶滅させる,annihilate,4,aorist,0,0
"4614","uniemożliwić",uniemożliw,uniemożliwi,uniemożliwić,防ぐ,prevent,4,aorist,0,0
"4615","unieruchomić",unieruchom,unieruchomi,unieruchomić,固定する,immobilize,4,aorist,0,0
"4616","unieszkodliwić",unieszkodliw,unieszkodliwi,unieszkodliwić,中和する,neutralize,4,aorist,0,0
"4617","unieważnić",unieważn,unieważni,unieważnić,空所,void,4,aorist,0,0
"4618","uniewinnić",uniewinn,uniewinni,uniewinnić,承認する,acquit,4,aorist,0,0
"4619","uniezwyklić",uniezwykl,uniezwykli,uniezwyklić,私たちを慣れさせない,make us unaccustomed,4,aorist,0,0
"4620","unieśmiertelnić",unieśmierteln,unieśmiertelni,unieśmiertelnić,不滅化する,immortalize,4,aorist,0,0
"4621","uodpornić",uodporn,uodporni,uodpornić,硬化する,harden,4,aorist,0,0
"4622","uogólnić",uogóln,uogólni,uogólnić,一般化する,generalize,4,aorist,0,0
"4623","uosobić",uosob,uosobi,uosobić,パーソナライズ,personify,4,aorist,0,0
"4624","upamiętnić",upamiętn,upamiętni,upamiętnić,記念,commemorate,4,aorist,0,0
"4625","upaństwowić",upaństwow,upaństwowi,upaństwowić,国別化,nationalize,4,aorist,0,0
"4626","upewnić",upewn,upewni,upewnić,確実に,make sure,4,aorist,0,0
"4627","upełnomocnić",upełnomocn,upełnomocni,upełnomocnić,力を与える,empower,4,aorist,0,0
"4628","upodlić",upodl,upodli,upodlić,デベース,debase,4,aorist,0,0
"4629","upodobnić",upodobn,upodobni,upodobnić,似せる,make it similar,4,aorist,0,0
"4630","upolitycznić",upolityczn,upolityczni,upolitycznić,政治化する,politicize,4,aorist,0,0
"4631","upoważnić",upoważn,upoważni,upoważnić,承認する,to authorize,4,aorist,0,0
"4632","upowszechnić",upowszechn,upowszechni,upowszechnić,広める,disseminate,4,aorist,0,0
"4633","uprawdopodobnić",uprawdopodobn,uprawdopodobni,uprawdopodobnić,実証する,substantiate,4,aorist,0,0
"4634","uprawnić",uprawn,uprawni,uprawnić,承認する,authorize,4,aorist,0,0
"4635","uprościć",uprośc,uprości,uprościć,簡素化する,simplify,4,aorist,0,0
"4636","uprzedzić",uprzedz,uprzedzi,uprzedzić,あなたに知らせるために,to let you know,4,aorist,0,0
"4637","urozmaicić",urozmaic,urozmaici,urozmaicić,多様化する,to diversify,4,aorist,0,0
"4638","uruchomić",uruchom,uruchomi,uruchomić,始める,start,4,aorist,0,0
"4639","uskrzydlić",uskrzydl,uskrzydli,uskrzydlić,それを翼,wing it,4,aorist,0,0
"4640","uskutecznić",uskuteczn,uskuteczni,uskutecznić,効果的,effective,4,aorist,0,0
"4641","uspokoić",uspoko,uspokoi,uspokoić,落ち着く,to calm down,4,aorist,0,0
"4642","usprawnić",usprawn,usprawni,usprawnić,向上,improve,4,aorist,0,0
"4643","ustalić",ustal,ustali,ustalić,確立する,to establish,4,aorist,0,0
"4644","uszczelnić",uszczeln,uszczelni,uszczelnić,密閉する,seal,4,aorist,0,0
"4645","uszczuplić",uszczupl,uszczupli,uszczuplić,痩せます,slim down,4,aorist,0,0
"4646","utajnić",utajn,utajni,utajnić,隠す,conceal,4,aorist,0,0
"4647","utlenić",utlen,utleni,utlenić,酸化する,oxidize,4,aorist,0,0
"4648","utowarowić",utowarow,utowarowi,utowarowić,商品,commodity,4,aorist,0,0
"4649","utożsamić",utożsam,utożsami,utożsamić,識別するために,to identify,4,aorist,0,0
"4650","utrudnić",utrudn,utrudni,utrudnić,それを難し​​くする,make it harder,4,aorist,0,0
"4651","utwardzić",utwardz,utwardzi,utwardzić,硬化する,harden,4,aorist,0,0
"4652","uwewnętrznić",uwewnętrzn,uwewnętrzni,uwewnętrznić,内面化,internalize,4,aorist,0,0
"4653","uwidocznić",uwidoczn,uwidoczni,uwidocznić,見せる,show,4,aorist,0,0
"4654","uwiecznić",uwieczn,uwieczni,uwiecznić,不滅化する,immortalize,4,aorist,0,0
"4655","uwierzytelnić",uwierzyteln,uwierzytelni,uwierzytelnić,認証する,authenticate,4,aorist,0,0
"4656","uwolnić",uwoln,uwolni,uwolnić,自由,free,4,aorist,0,0
"4657","uwrażliwić",uwrażliw,uwrażliwi,uwrażliwić,感作する,sensitize,4,aorist,0,0
"4658","uwydatnić",uwydatn,uwydatni,uwydatnić,強調,emphasize,4,aorist,0,0
"4659","uwypuklić",uwypukl,uwypukli,uwypuklić,ハイライト,highlight,4,aorist,0,0
"4660","uwzględnić",uwzględn,uwzględni,uwzględnić,考慮に入れる,to take into account,4,aorist,0,0
"4661","uzależnić",uzależn,uzależni,uzależnić,中毒,addicted,4,aorist,0,0
"4662","uzasadnić",uzasadn,uzasadni,uzasadnić,正当化する,justify,4,aorist,0,0
"4663","uzdrowić",uzdrow,uzdrowi,uzdrowić,癒し,heal,4,aorist,0,0
"4664","uzewnętrznić",uzewnętrzn,uzewnętrzni,uzewnętrznić,外部化,externalize,4,aorist,0,0
"4665","uziemić",uziem,uziemi,uziemić,接地,ground,4,aorist,0,0
"4666","uzmysłowić",uzmysłow,uzmysłowi,uzmysłowić,視覚化,visualize,4,aorist,0,0
"4667","uzupełnić",uzupełn,uzupełni,uzupełnić,詰め替え,refill,4,aorist,0,0
"4668","ułatwić",ułatw,ułatwi,ułatwić,簡単にする,to make easier,4,aorist,0,0
"4669","uściślić",uściśl,uściśli,uściślić,特定,specify,4,aorist,0,0
"4670","uśmiercić",uśmierc,uśmierci,uśmiercić,殺すために,to kill,4,aorist,0,0
"4671","uśrednić",uśredn,uśredni,uśrednić,平均,average,4,aorist,0,0
"4672","uświadomić",uświadom,uświadomi,uświadomić,あなたに気づかせるために,to make you aware,4,aorist,0,0
"4673","użyźnić",użyźn,użyźni,użyźnić,施肥する,fertilize,4,aorist,0,0
"4674","wcielić",wciel,wcieli,wcielić,組み込む,incorporate,4,aorist,0,0
"4675","wkurwić",wkurw,wkurwi,wkurwić,腹を立てる,piss off,4,aorist,0,0
"4676","wpienić",wpien,wpieni,wpienić,忍び寄る,creep in,4,aorist,0,0
"4677","wyczulić",wyczul,wyczuli,wyczulić,感作する,sensitize,4,aorist,0,0
"4678","wydalić",wydal,wydali,wydalić,追放,expel,4,aorist,0,0
"4679","wygłupić",wygłup,wygłupi,wygłupić,遊びまわる,fool around,4,aorist,0,0
"4680","wyjałowić",wyjałow,wyjałowi,wyjałowić,滅菌する,sterilize,4,aorist,0,0
"4681","wyjaśnić",wyjaśn,wyjaśni,wyjaśnić,説明する,to explain,4,aorist,0,0
"4682","wykoleić",wykole,wykolei,wykoleić,脱線する,derail,4,aorist,0,0
"4683","wykorzenić",wykorzen,wykorzeni,wykorzenić,根こそぎ,uproot,4,aorist,0,0
"4684","wyludnić",wyludn,wyludni,wyludnić,過疎化,depopulate,4,aorist,0,0
"4685","wynarodowić",wynarodow,wynarodowi,wynarodowić,国別化する,to nationalize,4,aorist,0,0
"4686","wyobrazić",wyobraz,wyobrazi,wyobrazić,想像,imagine,4,aorist,0,0
"4687","wyodrębnić",wyodrębn,wyodrębni,wyodrębnić,エキス,extract,4,aorist,0,0
"4688","wyolbrzymić",wyolbrzym,wyolbrzymi,wyolbrzymić,誇張する,exaggerate,4,aorist,0,0
"4689","wypogodzić",wypogodz,wypogodzi,wypogodzić,明るくする,brighten,4,aorist,0,0
"4690","wyprzedzić",wyprzedz,wyprzedzi,wyprzedzić,追い越し,overtake,4,aorist,0,0
"4691","wyszczególnić",wyszczególn,wyszczególni,wyszczególnić,特定,specify,4,aorist,0,0
"4692","wysłowić",wysłow,wysłowi,wysłowić,特急,express,4,aorist,0,0
"4693","wyzwolić",wyzwol,wyzwoli,wyzwolić,解き放つ,unleash,4,aorist,0,0
"4694","wyłonić",wyłon,wyłoni,wyłonić,出現する,emerge,4,aorist,0,0
"4695","wyświetlić",wyświetl,wyświetli,wyświetlić,画面,display,4,aorist,0,0
"4696","wznowić",wznow,wznowi,wznowić,履歴書,resume,4,aorist,0,0
"4697","zachęcić",zachęc,zachęci,zachęcić,奨励します,encourage,4,aorist,0,0
"4698","zacietrzewić",zacietrzew,zacietrzewi,zacietrzewić,激しい,fierce,4,aorist,0,0
"4699","zacieśnić",zacieśn,zacieśni,zacieśnić,締める,tighten,4,aorist,0,0
"4700","zadrzewić",zadrzew,zadrzewi,zadrzewić,ツリーアップ,tree up,4,aorist,0,0
"4701","zagracić",zagrac,zagraci,zagracić,散らかる,clutter,4,aorist,0,0
"4702","zagęścić",zagęśc,zagęści,zagęścić,厚くする,thicken,4,aorist,0,0
"4703","zaiwanić",zaiwan,zaiwani,zaiwanić,インスパイヤ,inspire,4,aorist,0,0
"4704","zakorzenić",zakorzen,zakorzeni,zakorzenić,ルートを取る,take root,4,aorist,0,0
"4705","zakąsić",zakąs,zakąsi,zakąsić,少し食べる,have a bite,4,aorist,0,0
"4706","zaludnić",zaludn,zaludni,zaludnić,移入する,to populate,4,aorist,0,0
"4707","zamulić",zamul,zamuli,zamulić,沈黙,silt up,4,aorist,0,0
"4708","zaokrąglić",zaokrągl,zaokrągli,zaokrąglić,円形,round,4,aorist,0,0
"4709","zapaskudzić",zapaskudz,zapaskudzi,zapaskudzić,汚れた,dirty,4,aorist,0,0
"4710","zapewnić",zapewn,zapewni,zapewnić,確認,ensure,4,aorist,0,0
"4711","zapętlić",zapętl,zapętli,zapętlić,ループ,loop,4,aorist,0,0
"4712","zapłodnić",zapłodn,zapłodni,zapłodnić,受精する,to fertilize,4,aorist,0,0
"4713","zarazić",zaraz,zarazi,zarazić,感染する,infect,4,aorist,0,0
"4714","zasilić",zasil,zasili,zasilić,パワーアップ,power up,4,aorist,0,0
"4715","zaspokoić",zaspoko,zaspokoi,zaspokoić,満足,satisfy,4,aorist,0,0
"4716","zawiadomić",zawiadom,zawiadomi,zawiadomić,通知する,notify,4,aorist,0,0
"4717","zaznajomić",zaznajom,zaznajomi,zaznajomić,知り合いになる,get acquainted,4,aorist,0,0
"4718","zazębić",zazęb,zazębi,zazębić,メッシュ,mesh,4,aorist,0,0
"4719","załatwić",załatw,załatwi,załatwić,整える,arrange,4,aorist,0,0
"4720","zaślubić",zaślub,zaślubi,zaślubić,結婚する,marry,4,aorist,0,0
"4721","zdradzić",zdradz,zdradzi,zdradzić,裏切る,to betray,4,aorist,0,0
"4722","zdrobnić",zdrobn,zdrobni,zdrobnić,減少する,diminish,4,aorist,0,0
"4723","zestalić",zestal,zestali,zestalić,固化する,solidify,4,aorist,0,0
"4724","zezwolić",zezwol,zezwoli,zezwolić,許可する,allow,4,aorist,0,0
"4725","zeźlić",zeźl,zeźli,zeźlić,怒る,get angry,4,aorist,0,0
"4726","zgrubić",zgrub,zgrubi,zgrubić,厚くする,thicken,4,aorist,0,0
"4727","zniechęcić",zniechęc,zniechęci,zniechęcić,落胆させる,discourage,4,aorist,0,0
"4728","znieczulić",znieczul,znieczuli,znieczulić,麻酔をかける,anesthetize,4,aorist,0,0
"4729","zniekształcić",zniekształc,zniekształci,zniekształcić,歪む,distort,4,aorist,0,0
"4730","zniesławić",zniesław,zniesławi,zniesławić,名誉を毀損,defame,4,aorist,0,0
"4731","zniewolić",zniewol,zniewoli,zniewolić,奴隷,enslave,4,aorist,0,0
"4732","zobojętnić",zobojętn,zobojętni,zobojętnić,無関心,indifferent,4,aorist,0,0
"4733","zohydzić",zohydz,zohydzi,zohydzić,恥をかかせる,to disgrace,4,aorist,0,0
"4734","zwolnić",zwoln,zwolni,zwolnić,徐行,slow down,4,aorist,0,0
"4735","zwęglić",zwęgl,zwęgli,zwęglić,炭化,carbonize,4,aorist,0,0
"4736","zwęzić",zwęz,zwęzi,zwęzić,それを絞り込みます,narrow it down,4,aorist,0,0
"4737","ściemnić",ściemn,ściemni,ściemnić,暗くする,darken,4,aorist,0,0
"4738","ścieśnić",ścieśn,ścieśni,ścieśnić,絞る,squeeze,4,aorist,0,0
