24054,prāvaraṇīyam,prāvaraṇīya,"Neuter",2,覆われた,covered
24055,prāveśanam,prāveśana,"Neuter",2,入場料,Admission
24056,prāveśyam,prāveśya,"Neuter",2,接近可能,Accessible
24057,prāveṇyam,prāveṇya,"Neuter",2,接近、近づきやすさ,Accessibility
24058,prāvitram,prāvitra,"Neuter",2,聖なる,Holy
24059,prāvrājyam,prāvrājya,"Neuter",2,プラヴラージャ,Pravrajya
24060,prāvīṇyam,prāvīṇya,"Neuter",2,習熟度,Proficiency
24061,prāvṛtam,prāvṛta,"Neuter",2,適用,applied
24062,prāvṛṣyam,prāvṛṣya,"Neuter",2,梅雨,Rainy season
24063,prāyacittam,prāyacitta,"Neuter",2,償い,Atonement
24064,prāyadarśanam,prāyadarśana,"Neuter",2,プレイダルシャン,Praydarshan
24065,prāyas,prāyas,"Neuter",3con,頻繁,often
24066,prāyatyam,prāyatya,"Neuter",2,苦行,penance
24067,prāyaścetanam,prāyaścetana,"Neuter",2,償い,Atonement
24068,prāyaścittabhāṣyam,prāyaścittabhāṣya,"Neuter",2,贖罪解説,Atonement Commentary
24069,prāyaścittakautūhalam,prāyaścittakautūhala,"Neuter",2,償いの好奇心,Atonement curiosity
24070,prāyaścittam,prāyaścitta,"Neuter",2,償い,Atonement
24071,prāyaścittamādhavīyam,prāyaścittamādhavīya,"Neuter",2,贖罪マダヴィヤ,atonement madhaviya
24072,prāyaścittanirūpaṇam,prāyaścittanirūpaṇa,"Neuter",2,贖罪の定義,Definition of Atonement
24073,prāyaścittaprakaraṇam,prāyaścittaprakaraṇa,"Neuter",2,贖罪事件,The Atonement Case
24074,prāyaścittarahasyam,prāyaścittarahasya,"Neuter",2,贖罪の謎,The Mystery of Atonement
24075,prāyaścittaratnam,prāyaścittaratna,"Neuter",2,贖罪の宝石,Atonement Gems
24076,prāyaścittasthānam,prāyaścittasthāna,"Neuter",2,贖罪の場所,the place of atonement
24077,prāyaścittasūtram,prāyaścittasūtra,"Neuter",2,贖罪経,The Atonement Sutra
24078,prāyaścittatattvam,prāyaścittatattva,"Neuter",2,贖罪の本質,The essence of atonement
24079,prāyaścittavidhānam,prāyaścittavidhāna,"Neuter",2,贖罪の律法,The law of atonement
24080,prāyaścittavāridhi,prāyaścittavāridhi,"Neuter",3i,贖罪の川,The river of atonement
24081,prāyaścittaśrautasūtram,prāyaścittaśrautasūtra,"Neuter",2,贖罪シュラウタスッタ,The Atonement Shrautasutta
24082,prāyaścittādhyāyabhāṣyam,prāyaścittādhyāyabhāṣya,"Neuter",2,贖罪の章の解説,Commentary on the Atonement Chapter
24083,prāyaścittādigodānam,prāyaścittādigodāna,"Neuter",2,贖罪およびその他の牛の寄付,Atonement and other cow donations
24084,prāyaṇam,prāyaṇa,"Neuter",2,魂,soul
24085,prāyaṇīyam,prāyaṇīya,"Neuter",2,もっともらしい,plausible
24086,prāyikatvam,prāyikatva,"Neuter",2,確率,Probability
24087,prāyopagamanam,prāyopagamana,"Neuter",2,後退,retrogression
24088,prāyopaveśanam,prāyopaveśana,"Neuter",2,提案,Proposal
24089,prāyus,prāyus,"Neuter",3con,プラユス,Prayus
24090,prāñjanam,prāñjana,"Neuter",2,プランジャン,Pranjan
24091,prāśanam,prāśana,"Neuter",2,プラシャン,Prashan
24092,prāśanīyam,prāśanīya,"Neuter",2,食用,edible
24093,prāśastyam,prāśastya,"Neuter",2,表彰,Commendation
24094,prāśavyam,prāśavya,"Neuter",2,オーディオ,audio
24095,prāśitam,prāśita,"Neuter",2,プラシット,Prashit
24096,prāśitraharaṇam,prāśitraharaṇa,"Neuter",2,プラシトラハラン,Prashitraharan
24097,prāśitram,prāśitra,"Neuter",2,プラシトラ,Prashitra
24098,prāśāstram,prāśāstra,"Neuter",2,理科,science
24099,prāśātikam,prāśātika,"Neuter",2,原始的な,primordial
24100,prāṅgam,prāṅga,"Neuter",2,中庭,courtyard
24101,prāṅgaṇam,prāṅgaṇa,"Neuter",2,中庭,The courtyard
24102,prāṅnayanam,prāṅnayana,"Neuter",2,認定,accreditation
24103,prāṅnyāyottaram,prāṅnyāyottara,"Neuter",2,後州,post-province
24104,prāṅīkṣaṇam,prāṅīkṣaṇa,"Neuter",2,試験、実験,Testing
24105,prāṇabhayam,prāṇabhaya,"Neuter",2,死の恐怖,Fear of death
24106,prāṇadam,prāṇada,"Neuter",2,プラナード,Pranad
24107,prāṇadhāraṇam,prāṇadhāraṇa,"Neuter",2,サバイバル,survival
24108,prāṇadurodaram,prāṇadurodara,"Neuter",2,生命を脅かす,life-threatening
24109,prāṇadyūtam,prāṇadyūta,"Neuter",2,生命力,life force
24110,prāṇadānam,prāṇadāna,"Neuter",2,命の寄付,life donation
24111,prāṇakarma,prāṇakarman,"Neuter",3n,プラナカルマン,pranakarman
24112,prāṇakṛcchram,prāṇakṛcchra,"Neuter",2,生命を脅かす,life-threatening
24113,prāṇamokṣaṇam,prāṇamokṣaṇa,"Neuter",2,プラナモクシャナ,pranamokshana
24114,prāṇanam,prāṇana,"Neuter",2,生活,life
24115,prāṇaprahāṇam,prāṇaprahāṇa,"Neuter",2,死,death
24116,prāṇaprayāṇam,prāṇaprayāṇa,"Neuter",2,ソウルメイト,lifelong
24117,prāṇarakṣaṇam,prāṇarakṣaṇa,"Neuter",2,命を救う,Saving lives
24118,prāṇarandhram,prāṇarandhra,"Neuter",2,命のう,life sac
24119,prāṇasadma,prāṇasadman,"Neuter",3n,ソウルメイト,soul mate
24120,prāṇasaṃdhāraṇam,prāṇasaṃdhāraṇa,"Neuter",2,サバイバル,survival
24121,prāṇasaṃkaṭam,prāṇasaṃkaṭa,"Neuter",2,生命を脅かす,life threatening
24122,prāṇasāram,prāṇasāra,"Neuter",2,活力,vitality
24123,prāṇasūtram,prāṇasūtra,"Neuter",2,人生の糸,life thread
24124,prāṇatrāṇam,prāṇatrāṇa,"Neuter",2,死,death
24125,prāṇatvam,prāṇatva,"Neuter",2,活力,vitality
24126,prāṇavyāyacchanam,prāṇavyāyacchana,"Neuter",2,犠牲にする,sacrificing
24127,prāṇavīryam,prāṇavīrya,"Neuter",2,活力,vitality
24128,prāṇidyūtam,prāṇidyūta,"Neuter",2,動物賭博,Animal gambling
24129,prāṇijātam,prāṇijāta,"Neuter",2,動物,Animals
24130,prāṇitvam,prāṇitva,"Neuter",2,アニマルリズム,Animalism
24131,prāṇivadhaprāyaścittam,prāṇivadhaprāyaścitta,"Neuter",2,動物の殺害に対する贖罪,Atonement for the killing of animals
24132,prāṇiyodhanam,prāṇiyodhana,"Neuter",2,活力,vitality
24133,prāṇotkramaṇam,prāṇotkramaṇa,"Neuter",2,転生,transmigration
24134,prāṇyaṅgam,prāṇyaṅga,"Neuter",2,プラヤン,Prayang
24135,prāṇābharaṇam,prāṇābharaṇa,"Neuter",2,栄養,sustenance
24136,prāṇāgnihotram,prāṇāgnihotra,"Neuter",2,プラナーグニホートラ,pranaagnihotra
24137,prāṇāntikam,prāṇāntika,"Neuter",2,やけくそ,desperate
24138,prāṇāvāyam,prāṇāvāya,"Neuter",2,プラナヴァヤ,Pranavaya
24139,prāṇāyanam,prāṇāyana,"Neuter",2,プラナヤナ,Pranayana
24140,prāṇītyam,prāṇītya,"Neuter",2,動物の生活,animal life
24141,prītam,prīta,"Neuter",2,愛情,Affection
24142,prītidattam,prītidatta,"Neuter",2,プレティダッタ,Preetidatta
24143,prītidhanam,prītidhana,"Neuter",2,プレーティダン,Preetidhan
24144,prītidānam,prītidāna,"Neuter",2,プレティダン,Preetidan
24145,prītikaraṇam,prītikaraṇa,"Neuter",2,プレーティカラナ,Preetikarana
24146,prītikarma,prītikarman,"Neuter",3n,プレティカルマン,Preetikarman
24147,prītipramukhavacanam,prītipramukhavacana,"Neuter",2,プレーティプラムフヴァチャン,Preetipramukhvachan
24148,prītipātram,prītipātra,"Neuter",2,事前設定,Preetipatr
24149,prītirasāyanam,prītirasāyana,"Neuter",2,プレーティラサヤナ,Preetirasayana
24150,prītisambodhyaṅgam,prītisambodhyaṅga,"Neuter",2,素晴らしい,lovely
24151,prītivacanam,prītivacana,"Neuter",2,嬉しい言葉,Pleasant words
24152,prītivacas,prītivacas,"Neuter",3con,プレティヴァチャス,Preetivachas
24153,prītiviśrambhabhājanam,prītiviśrambhabhājana,"Neuter",2,愛と信頼の器,vessel of love and trust
24154,prītiśrāddham,prītiśrāddha,"Neuter",2,プレーティシュラッダ,Preetishraddha
24155,prīṇanam,prīṇana,"Neuter",2,プレナン,Preenan
24156,psaras,psaras,"Neuter",3con,通行人,passers
24157,psuras,psuras,"Neuter",3con,プスラス,Psuras
24158,psānam,psāna,"Neuter",2,食事,eating
24159,pucchabrahmavādakhaṇḍanam,pucchabrahmavādakhaṇḍana,"Neuter",2,反論,rebuttal
24160,pucchabrahmavādanirākaraṇam,pucchabrahmavādanirākaraṇa,"Neuter",2,因果関係,causality
24161,pucchajāham,pucchajāha,"Neuter",2,しっぽ,tail
24162,pucchalakṣaṇam,pucchalakṣaṇa,"Neuter",2,尻尾の特徴,Tail characteristics
24163,pucchalakṣaṇavivecanam,pucchalakṣaṇavivecana,"Neuter",2,テール特性の分析,Analysis of tail characteristics
24164,pucchamūlam,pucchamūla,"Neuter",2,尾根,tail root
24165,pucchaṭi,pucchaṭi,"Neuter",3i,しっぽ,tail
24166,pucchāgram,pucchāgra,"Neuter",2,尾端,Caudal tip
24167,pulakam,pulaka,"Neuter",2,プラク,Pulak
24168,pulam,pula,"Neuter",2,橋,Bridge
24169,pulastyāṣṭakam,pulastyāṣṭaka,"Neuter",2,プラスチャシュタク,Pulastyashtak
24170,pullam,pulla,"Neuter",2,橋,Bridge
24171,pulāyitam,pulāyita,"Neuter",2,プラヤット,Pulayat
24172,pulītan,pulītat,"Neuter",3con,プリタット,Pulitat
24173,pumapatyam,pumapatya,"Neuter",2,プンパティア,Pumpatya
24174,punarabhidhānam,punarabhidhāna,"Neuter",2,再表明,Restatement
24175,punarbālyam,punarbālya,"Neuter",2,再子供時代,Re-childhood
24176,punardahanam,punardahana,"Neuter",2,再燃焼,Recombustion
24177,punardarśanam,punardarśana,"Neuter",2,再調査、批評、反省,Review
24178,punardyūtam,punardyūta,"Neuter",2,再ギャンブル,Re-gambling
24179,punargamanam,punargamana,"Neuter",2,戻る,Return
24180,punargrahaṇam,punargrahaṇa,"Neuter",2,回復,Recovery
24181,punarhavis,punarhavis,"Neuter",3con,再提供,Re-offering
24182,punarjanma,punarjanman,"Neuter",3n,生まれ変わる,Reborn
24183,punarlekhanam,punarlekhana,"Neuter",2,書き換え,Rewriting
24184,punarmṛtam,punarmṛta,"Neuter",2,再死,Re-dead
24185,punarnavāmaṇḍūram,punarnavāmaṇḍūra,"Neuter",2,プナルナヴァマンドゥル,Punarnavamandur
24186,punaruktam,punarukta,"Neuter",2,繰り返される,Repeated
24187,punaruktatvam,punaruktatva,"Neuter",2,繰り返し,Repetition
24188,punarupagamanam,punarupagamana,"Neuter",2,再現,Reappearance
24189,punarupanayanam,punarupanayana,"Neuter",2,再任,Reappointment
24190,punarupanayanavidhānam,punarupanayanavidhāna,"Neuter",2,再婚法,Re-marriage law
24191,punarupasadanam,punarupasadana,"Neuter",2,再任,Re-appointment
24192,punarupākaraṇam,punarupākaraṇa,"Neuter",2,再処方,Reformulation
24193,punarutpādanam,punarutpādana,"Neuter",2,再生,Reproduction
24194,punarutthānam,punarutthāna,"Neuter",2,復活,Resurrection
24195,punarvacanam,punarvacana,"Neuter",2,繰り返し,Repetition
24196,punarvaraṇam,punarvaraṇa,"Neuter",2,再コーディング,Recoding
24197,punaryuddham,punaryuddha,"Neuter",2,再戦,Re-war
24198,punaryuvatvam,punaryuvatva,"Neuter",2,若返り,Rejuvenation
24199,punarādheyakam,punarādheyaka,"Neuter",2,再組み立て,Re-assembly
24200,punarādheyam,punarādheya,"Neuter",2,再接着剤,Re-adhesive
24201,punarādhānam,punarādhāna,"Neuter",2,社会復帰、復位、復権、名誉回復、復興、再建,Rehabilitation
24202,punarādhānaśrautasūtram,punarādhānaśrautasūtra,"Neuter",2,回帰スレッド,regressive thread
24203,punarādhānāgnihotram,punarādhānāgnihotra,"Neuter",2,punaradhanagnihotra,punaradhanagnihotra
24204,punarāgamanam,punarāgamana,"Neuter",2,戻る,Return
24205,punarāmnānam,punarāmnāna,"Neuter",2,名前の変更,Re-naming
24206,punarānayanam,punarānayana,"Neuter",2,復興,Renaissance
24207,punarāyanam,punarāyana,"Neuter",2,復興,Renaissance
24208,punarḍīnam,punarḍīna,"Neuter",2,赤くなる,redden
24209,punaścarvaṇam,punaścarvaṇa,"Neuter",2,再咀嚼,Re-chewing
24210,punaḥkaraṇam,punaḥkaraṇa,"Neuter",2,繰り返し,Repetition
24211,punaḥkarma,punaḥkarman,"Neuter",3n,再加工,Re-working
24212,punaḥpadam,punaḥpada,"Neuter",2,再配置,Re-position
24213,punaḥparidhānam,punaḥparidhāna,"Neuter",2,再ドレッシング,Re-dressing
24214,punaḥpratinivartanam,punaḥpratinivartana,"Neuter",2,可逆性,Reversibility
24215,punaḥprādhyeṣaṇam,punaḥprādhyeṣaṇa,"Neuter",2,再学習,Re-study
24216,punaḥsaṃdarśanam,punaḥsaṃdarśana,"Neuter",2,再訪,Revisiting
24217,punaḥsaṃdhānam,punaḥsaṃdhāna,"Neuter",2,研究、調査,Re-search
24218,puradvāram,puradvāra,"Neuter",2,パドワール,Purdwar
24219,puragāvaṇam,puragāvaṇa,"Neuter",2,前景,foreground
24220,purahitam,purahita,"Neuter",2,司祭,The priest
24221,purajyotis,purajyotis,"Neuter",3con,予報士,forecaster
24222,purakoṭṭam,purakoṭṭa,"Neuter",2,パーコット,Purkott
24223,puram,pura,"Neuter",2,"街 ","City "
24224,purarāṣṭram,purarāṣṭra,"Neuter",2,プラシュトラ,Purashtra
24225,puraskaraṇam,puraskaraṇa,"Neuter",2,賞,Awards
24226,purastādanūkam,purastādanūka,"Neuter",2,ノート,notebook
24227,purastādvadanam,purastādvadana,"Neuter",2,前面,Front face
24228,purastājjyotis,purastājjyotis,"Neuter",3con,予報士,forecaster
24229,purastātpṛṣṭhyam,purastātpṛṣṭhya,"Neuter",2,前から後ろへ,From the front to the back
24230,purastāttiryakpramāṇam,purastāttiryakpramāṇa,"Neuter",2,証拠証明,evidence proof
24231,puratoraṇam,puratoraṇa,"Neuter",2,考古学,archeology
24232,puravaram,puravara,"Neuter",2,パーバー,Purvar
24233,puravāstu,puravāstu,"Neuter",4u,考古学,archeology
24234,puraścaraṇakarma,puraścaraṇakarman,"Neuter",3n,プラシュチャランカルマン,Purashcharankarman
24235,puraścaraṇam,puraścaraṇa,"Neuter",2,プルシャラン,Purscharan
24236,puraṃdaram,puraṃdara,"Neuter",2,プランダー,purandar
24237,puraṃdarapuram,puraṃdarapura,"Neuter",2,プランダルプール,Purandarpur
24238,puraṃjanacaritam,puraṃjanacarita,"Neuter",2,プランジャンチャリット,Puranjancharit
24239,puraṃjananāṭakam,puraṃjananāṭaka,"Neuter",2,プランジャン・ナタク,Puranjan Natak
24240,puraṭam,puraṭa,"Neuter",2,パート,Purt
24241,purodhānam,purodhāna,"Neuter",2,プロダン,Purodhan
24242,purodyānam,purodyāna,"Neuter",2,プロディアン,Purodyan
24243,purogamanam,purogamana,"Neuter",2,プロガマン,Purogaman
24244,purohitakarma,purohitakarman,"Neuter",3n,プロヒットカルマン,Purohitkarman
24245,purohitatvam,purohitatva,"Neuter",2,神権,Priesthood
24246,puroniḥsaraṇam,puroniḥsaraṇa,"Neuter",2,プロニッサラーナ,Puronissarana
24247,puroḍāśabṛgalam,puroḍāśabṛgala,"Neuter",2,プロダシュブリガル,Purodashbrigal
24248,purudam,puruda,"Neuter",2,プルド,Purud
24249,purudinam,purudina,"Neuter",2,プルディン,Purudin
24250,puruṇītham,puruṇītha,"Neuter",2,プルニス,purunith
24251,puruṣacchandasam,puruṣacchandasa,"Neuter",2,プルシャンダス,purushchandas
24252,puruṣajñānam,puruṣajñāna,"Neuter",2,男らしさ,masculinity
24253,puruṣakuṇapam,puruṣakuṇapa,"Neuter",2,プルシュクナップ,purushkunap
24254,puruṣakāraphalam,puruṣakāraphala,"Neuter",2,悪意のある,malevolent
24255,puruṣakṣetram,puruṣakṣetra,"Neuter",2,男性フィールド,male field
24256,puruṣakṣīram,puruṣakṣīra,"Neuter",2,悪意のある,malevolent
24257,puruṣam,puruṣa,"Neuter",2,男性,Men
24258,puruṣamātram,puruṣamātra,"Neuter",2,男性のみ,Men only
24259,puruṣapuram,puruṣapura,"Neuter",2,プルシュプール,Purushpur
24260,puruṣarakṣas,puruṣarakṣas,"Neuter",3con,男性警備員,male guard
24261,puruṣarūpam,puruṣarūpa,"Neuter",2,男性形,Masculine form
24262,puruṣasāma,puruṣasāman,"Neuter",3n,男性的な,masculine
24263,puruṣasāmudrikalakṣaṇam,puruṣasāmudrikalakṣaṇa,"Neuter",2,男性の海の特徴,Male sea characteristics
24264,puruṣasūktabhāṣyam,puruṣasūktabhāṣya,"Neuter",2,プルシャスクタバシャ,Purushasuktabhashya
24265,puruṣasūktam,puruṣasūkta,"Neuter",2,プルシュクタ,mansukta
24266,puruṣasūktavidhānam,puruṣasūktavidhāna,"Neuter",2,男性賛美歌,male hymn
24267,puruṣasūktavyākhyānam,puruṣasūktavyākhyāna,"Neuter",2,男性賛美歌,male hymn
24268,puruṣatvam,puruṣatva,"Neuter",2,男らしさ,Masculinity
24269,puruṣavratam,puruṣavrata,"Neuter",2,プルシャブラタ,Purushavrata
24270,puruṣaśiras,puruṣaśiras,"Neuter",3con,男性の頭,The male head
24271,puruṣaśīrṣam,puruṣaśīrṣa,"Neuter",2,男性の頭,male head
24272,puruṣottamacaritram,puruṣottamacaritra,"Neuter",2,プルショタマチャリトラ,Purushottamacharitra
24273,puruṣottamakṣetram,puruṣottamakṣetra,"Neuter",2,プルショタム・クシェトラ,Purushottam Kshetra
24274,puruṣottamakṣetramāhātmyam,puruṣottamakṣetramāhātmya,"Neuter",2,プルショタム・クシェトラ・マハトミャ,Purushottam Kshetramahatmya
24275,puruṣottamakṣetratattvam,puruṣottamakṣetratattva,"Neuter",2,プルショタム・クシェトラタットヴァ,Purushottam Kshetratattva
24276,puruṣottamamāhātmyam,puruṣottamamāhātmya,"Neuter",2,プルショッタマハトミャ,purushottammahatmya
24277,puruṣottamapattram,puruṣottamapattra,"Neuter",2,プルショタマパトラ,purushottamapattra
24278,puruṣottamapurāṇam,puruṣottamapurāṇa,"Neuter",2,プルショタム・プラーナ,Purushottam Purana
24279,puruṣottamapurīmāhātmyam,puruṣottamapurīmāhātmya,"Neuter",2,プルショタンプリマハトミャ,PurushottampuriMahatmya
24280,puruṣottamasahasranāma,puruṣottamasahasranāman,"Neuter",3n,プルショタムサハスラナマン,purushottamsahasranaman
24281,puruṣottamatīrtham,puruṣottamatīrtha,"Neuter",2,プルショッタマティルタ,purushottamatirtha
24282,puruṣottamatīrthaprayogatattvam,puruṣottamatīrthaprayogatattva,"Neuter",2,プルショタマティルタプラヨータットヴァ,purushottamatirthaprayogattattva
24283,puruṣottamaśāstrīyam,puruṣottamaśāstrīya,"Neuter",2,プルショタム・シャストラ,purushottamshastri
24284,puruṣānnam,puruṣānna,"Neuter",2,メンズフード,Men's food
24285,puruṣāntaram,puruṣāntara,"Neuter",2,転生,transmigration
24286,puruṣānṛtam,puruṣānṛta,"Neuter",2,男性は嘘をついている,Men are lying
24287,puruṣārthānuśāsanam,puruṣārthānuśāsana,"Neuter",2,男性的な規律,masculine discipline
24288,puruṣāstham,puruṣāstha,"Neuter",2,マン・オブ・マン,man of man
24289,puruṣāyitam,puruṣāyita,"Neuter",2,男性的な,masculine
24290,puruṣāyuṣakam,puruṣāyuṣaka,"Neuter",2,プルシュシャク,purushyushak
24291,puruṣāyuṣam,puruṣāyuṣa,"Neuter",2,プルシャウシュ,purushayush
24292,puryaṣṭakam,puryaṣṭaka,"Neuter",2,プルシュタク,Purushtak
24293,puryaṣṭam,puryaṣṭa,"Neuter",2,高潔な,virtuous
24294,purākṛtam,purākṛta,"Neuter",2,浄化された,Purified
24295,purākṛtaphalam,purākṛtaphala,"Neuter",2,アーキタイプ,archetype
24296,purāmathanavallabham,purāmathanavallabha,"Neuter",2,プラマサンヴァラブ,Puramathanvallabh
24297,purātalam,purātala,"Neuter",2,考古学,Archeology
24298,purātanam,purātana,"Neuter",2,アルカイック,Archaic
24299,purāvṛttam,purāvṛtta,"Neuter",2,クロニクル,Chronicle
24300,purāṇadānamāhātmyam,purāṇadānamāhātmya,"Neuter",2,神話,mythology
24301,purāṇadṛṣṭāntaśatakam,purāṇadṛṣṭāntaśataka,"Neuter",2,たとえ,parable
24302,purāṇam,purāṇa,"Neuter",2,プラーナ,Puranas
24303,purāṇamahimopavarṇanam,purāṇamahimopavarṇana,"Neuter",2,神話,mythology
24304,purāṇamāhātmyam,purāṇamāhātmya,"Neuter",2,神話,mythology
24305,purāṇapañcalakṣaṇam,purāṇapañcalakṣaṇa,"Neuter",2,神話,mythology
24306,purāṇaratnam,purāṇaratna,"Neuter",2,プラーナ ラトナ,Purana Ratna
24307,purāṇasarvasvam,purāṇasarvasva,"Neuter",2,プラナサルヴァヴァ,Puranasarvasva
24308,purāṇaśravaṇam,purāṇaśravaṇa,"Neuter",2,を聞いて,listening to
24309,purāṇaśravaṇamāhātmyam,purāṇaśravaṇamāhātmya,"Neuter",2,神話,mythology
24310,purī,puri,"Neuter",3i,プリ,Puri
24311,purīṣam,purīṣa,"Neuter",2,清める,Purish
24312,purīṣapadam,purīṣapada,"Neuter",2,プリッシュパッド,purishpad
24313,purīṣaṇam,purīṣaṇa,"Neuter",2,プリシャン,Purishan
24314,purīṣādhānam,purīṣādhāna,"Neuter",2,儀式的な,ceremonial
24315,pustakarma,pustakarman,"Neuter",3n,本,book
24316,pustakāgāram,pustakāgāra,"Neuter",2,としょうかん,Library
24317,pustakāstaraṇam,pustakāstaraṇa,"Neuter",2,図書館,library
24318,putrabhāṇḍam,putrabhāṇḍa,"Neuter",2,義理の息子,son-in-law
24319,putrabhūyam,putrabhūya,"Neuter",2,息子になる,becoming a son
24320,putradāram,putradāra,"Neuter",2,義理の息子,son-in-law
24321,putraiśvaryam,putraiśvarya,"Neuter",2,プトライシュヴァリヤ,putraishvarya
24322,putrakarma,putrakarman,"Neuter",3n,プトラカルマン,putrakarman
24323,putrakāmakṛṣṇapañcamīvratam,putrakāmakṛṣṇapañcamīvrata,"Neuter",2,プトラカマクリシュナパンチャミヴラート,putrakamakrishnapanchamivrat
24324,putrakāryam,putrakārya,"Neuter",2,孫権,sonship
24325,putraniveśanam,putraniveśana,"Neuter",2,孫権,sonship
24326,putrapautrakam,putrapautraka,"Neuter",2,息子と孫,sons and grandsons
24327,putrapautram,putrapautra,"Neuter",2,息子と孫,sons and grandsons
24328,putrapuram,putrapura,"Neuter",2,プトラプル,putrapur
24329,putrasvīkāranirūpaṇam,putrasvīkāranirūpaṇa,"Neuter",2,息子の受け入れの定義,Definition of acceptance of the son
24330,putratvam,putratva,"Neuter",2,孫権,Sonship
