abhiṣṭipā,abhiṣṭipā,3s,abhishtipa,abhishtipa,0
abhiṣyandin,abhiṣyandin,3n,アビシャンディン,Abhishyandin,0
abhīṣumat,abhīṣumat,3con,abhisumat,abhisumat,0
abhrajā,abhrajā,3s,abhraja,abhraja,0
ābhu,ābhu,4u,アブー,abhu,0
abhuj,abhuj,3s,Abhuj,Abhuj,0
abhujaṃgavat,abhujaṃgavat,3con,abhujangvat,abhujangvat,0
abhūri,abhūri,3i,アブリ,Abhuri,0
abhyamin,abhyamin,3n,アビヤミン,abhyamin,0
abhyudayin,abhyudayin,3n,アビユダヤイン,Abhyudayain,0
abjit,abjit,3s,アブジット,Abjit,0
abalāgni,abalāgni,3i,炎上,ablaze,0
dakṣavṛdh,dakṣavṛdh,3s,健常者,able-bodied,0
abhṛtyātman,abhṛtyātman,3n,アブレーション,ablutions,0
abrahman,abrahman,3n,アブラマン,abraman,0
abhrasani,abhrasani,3i,アブラサニ,Abrasani,0
abhāvin,abhāvin,3n,不在,absent,0
anupasthāyin,anupasthāyin,3n,ぼんやり,absent-minded,0
bilaukas,bilaukas,3con,絶対,absolutely,0
nirapekṣin,nirapekṣin,3n,絶対,absolutely,0
viśoṣin,viśoṣin,3n,吸収,absorbing,0
sārabhṛt,sārabhṛt,3s,概要,abstract,0
sāravid,sāravid,3s,概要,abstract,0
gālimat,gālimat,3con,乱用,abuse,0
nikṛti,nikṛti,3i,乱用,abuse,0
abhisyandin,abhisyandin,3n,虐待的,abusive,0
ekarikthin,ekarikthin,3n,acarinthine,acarinthine,0
abhivyādhin,abhivyādhin,3n,強調,accentuated,0
svīkaraṇakarman,svīkaraṇakarman,3n,受け入れカルマン,Acceptance Karman,0
abhigāmin,abhigāmin,3n,アクセス,access,0
āpādin,āpādin,3n,事件,accident,0
apaghātin,apaghātin,3n,誤って,accidentally,0
sasthāsnucārin,sasthāsnucārin,3n,宿泊施設,accomodation,0
sāṅgaglāni,sāṅgaglāni,3i,伴奏,accompaniment,0
saṃnipatyakārin,saṃnipatyakārin,3n,伴奏,accompaniment,0
saṅgin,saṅgin,3n,伴奏,accompaniment,0
anusārin,anusārin,3n,による,According to the,0
vṛttānusārin,vṛttānusārin,3n,サークルによると,According to the circle,0
chidrānusārin,chidrānusārin,3n,穴によると,according to the hole,0
randhrānusārin,randhrānusārin,3n,穴によると,according to the hole,0
yathāśāstrānusārin,yathāśāstrānusārin,3n,経典によると,according to the scriptures,0
mandānusārin,mandānusārin,3n,遅いによると,According to the slow,0
bhāṇḍānusārin,bhāṇḍānusārin,3n,船によると,According to the vessel,0
tadokas,tadokas,3con,によると,accordingly,0
lekhahārin,lekhahārin,3n,会計士,accountant,0
upapātakin,upapātakin,3n,発生,accrual,0
abhivarṣin,abhivarṣin,3n,発生,accrued,0
saṃcayin,saṃcayin,3n,累積,accumulation,0
śuciṣmat,śuciṣmat,3con,正確,accurate,0
abhiṣṭikṛt,abhiṣṭikṛt,3s,慣れている,accustomed,0
ācārin,ācārin,3n,アチャリン,acharin,0
upalabdhimat,upalabdhimat,3con,達成可能,Achievable,0
labdhasiddhi,labdhasiddhi,3i,業績,achievement,0
acintyakarman,acintyakarman,3n,achintyakarman,achintyakarman,0
aciṣṭu,aciṣṭu,4u,Achishtu,Achishtu,0
acit,acit,3s,achit,achit,0
ācakri,ācakri,3i,Achkri,Achkri,0
acakṛvas,acakṛvas,3con,Achkrvas,Achkrvas,0
acodas,acodas,3con,アチョダス,achodas,0
acodat,acodat,3con,achodat,achodat,0
amlāyin,amlāyin,3n,酸性,acidic,0
abhiṣṭimat,abhiṣṭimat,3con,確かに,acknowledgmentally,0
akūrmapṛṣat,akūrmapṛṣat,3con,どんぐりページ,acorn page,0
dhvasmanvat,dhvasmanvat,3con,音響的に,acoustically,0
abhinnagati,abhinnagati,3i,取得したインテリジェンス,acquired intelligence,0
vigrahecchu,vigrahecchu,4u,免罪,acquittal,0
akravyuc,akravyuc,3s,acravyuch,acravyuch,0
ākrīḍin,ākrīḍin,3n,アクリディン,Acridin,0
vṛttaślāghin,vṛttaślāghin,3n,辛辣な,acrimonious,0
ākrośin,ākrośin,3n,アクロシン,Acroshin,0
kṛt,kṛt,3s,行為,act,0
abhayaṃkṛt,abhayaṃkṛt,3s,演じました,acted out,0
ajaḍadhī,ajaḍadhī,3s,アクション,action,0
kṛtyādūṣi,kṛtyādūṣi,3i,アクションに欠陥がある,action-defective,0
kṛtyākṛt,kṛtyākṛt,3s,アクション指向,action-oriented,0
kriyāśaktimat,kriyāśaktimat,3con,アクションパワフル,action-powered,0
gatavayas,gatavayas,3con,アクティブ,active,0
sakarman,sakarman,3n,アクティブ,active,0
kriyāpaṭu,kriyāpaṭu,4u,アクティブ,Active,0
adādi,adādi,3i,アダディ,adadi,0
amedhyakuṇapāśin,amedhyakuṇapāśin,3n,アダムヒャクンパシン,adamhyakunpashin,0
adāman,adāman,3n,いまいましい,adamn,0
ādārin,ādārin,3n,アダリン,Adarin,0
adāśu,adāśu,4u,アダシュ,adashu,0
adāśuri,adāśuri,3i,アダシュリ,Adashuri,0
ādāyin,ādāyin,3n,adayin,adayin,0
ad,ad,3s,追加,Add,0
yojayitṛ,yojayitṛ,3r,加算器,Adder,0
vyasanin,vyasanin,3n,中毒者,addict,0
mānotsekaparākramavyasanin,mānotsekaparākramavyasanin,3n,プライドと腕前にハマる,addicted to pride and prowess,0
vyasanarakṣin,vyasanarakṣin,3n,中毒プロテクター,Addiction protector,0
vyasanaprahārin,vyasanaprahārin,3n,中毒ストライカー,Addiction striker,0
sambodhayitṛ,sambodhayitṛ,3r,宛先,Addressee,0
adū,adū,3s,アドゥ,Addu,0
yatheṣṭasaṃcārin,yatheṣṭasaṃcārin,3n,適切なコミュニケーション,adequate communication,0
adevayu,adevayu,4u,adevyu,adevyu,0
adhvagāmin,adhvagāmin,3n,adhvagamin,adhvagamin,0
adhvaraśrī,adhvaraśrī,3s,adhvarashree,adhvarashree,0
adhvareṣṭhā,adhvareṣṭhā,3s,adhvreshtha,adhvreshtha,0
adhyāsin,adhyāsin,3n,アディヤシン,Adhyasin,0
adīnātman,adīnātman,3n,アディナトマン,Adinatman,0
aditi,aditi,3i,アディティ,Aditi,0
aditsat,aditsat,3con,aditsat,aditsat,0
aditsu,aditsu,4u,アディツ,aditsu,0
āditsu,āditsu,4u,アディツ,aditsu,0
ādityadhāman,ādityadhāman,3n,adityadhaman,adityadhaman,0
ādityajyotis,ādityajyotis,3con,adityajyotis,adityajyotis,0
ādityavani,ādityavani,3i,adityavani,adityavani,0
adhinirṇij,adhinirṇij,3s,裁定,adjudicated,0
vyavasthātṛ,vyavasthātṛ,3r,管理者,Administrator,0
śrudhīyat,śrudhīyat,3con,見事に,admiringly,0
kaiśoravayas,kaiśoravayas,3con,思春期,Adolescence,0
apanayin,apanayin,3n,採用,adopted,0
ārādhayitṛ,ārādhayitṛ,3r,愛好家,Adorer,0
ārādhayiṣṇu,ārādhayiṣṇu,4u,憧れ,adoring,0
prabhāmaṇḍalaśobhin,prabhāmaṇḍalaśobhin,3n,ハローで飾られた,adorned with a halo,0
śṛṅgāradhārin,śṛṅgāradhārin,3n,装飾品で飾られた,adorned with ornaments,0
alaṃkaraṇin,alaṃkaraṇin,3n,装飾品,adornment,0
adribarhas,adribarhas,3con,adribarhas,adribarhas,0
adribhū,adribhū,3s,adribhu,adribhu,0
adhrigu,adhrigu,4u,adrigu,adrigu,0
adrijā,adrijā,3s,adrija,adrija,0
adrimātṛ,adrimātṛ,3r,アドリマトリ,Adrimatri,0
adrisānu,adrisānu,4u,adrisanu,adrisanu,0
vayasvat,vayasvat,3con,大人,adult,0
vasyas,vasyas,3con,大人,adult,0
savayas,savayas,3con,大人,adult,0
vyasi,vyasi,3i,大人,adult,0
vyabhicārin,vyabhicārin,3n,姦淫者,adulterers,0
avyabhicārin,avyabhicārin,3n,大人っぽい,adulterous,0
vyabhicārakṛt,vyabhicārakṛt,3s,大人っぽい,adulterous,0
yāvayaddveṣas,yāvayaddveṣas,3con,姦通,adultery,0
vayaskṛt,vayaskṛt,3s,成人期,adulthood,0
āduri,āduri,3i,アドゥリ,aduri,0
agrādvan,agrādvan,3n,前進,advance,0
unnatimat,unnatimat,3con,高度,advanced,0
nayasāhasonnatimat,nayasāhasonnatimat,3con,判断力と勇気が進んだ,advanced in judgment and courage,0
pragatajānu,pragatajānu,4u,高度な膝,Advanced knee,0
edhavat,edhavat,3con,advat,advat,0
advayu,advayu,4u,Advayu,Advayu,0
sāhasopanyāsin,sāhasopanyāsin,3n,冒険小説家,Adventure novelist,0
sāhasaikāntarasānuvartin,sāhasaikāntarasānuvartin,3n,アドベンチャーリバース,adventure reverse,0
sāhasakārin,sāhasakārin,3n,冒険好き,Adventurous,0
sāhasin,sāhasin,3n,冒険好き,Adventurous,0
sāhasādhyavasāyin,sāhasādhyavasāyin,3n,冒険好きな専門家,Adventurous professionals,0
viruddhadhī,viruddhadhī,3s,敵,adversary,0
pratikūlakṛt,pratikūlakṛt,3s,不利,Adverse,0
pratikūlavartin,pratikūlavartin,3n,不利な行動,adverse behavior,0
pratikūlakārin,pratikūlakārin,3n,有害なカリン,Adverse Carin,0
pratikūlavisarpin,pratikūlavisarpin,3n,逆分散,Adverse dispersion,0
pratikūlavṛtti,pratikūlavṛtti,3i,逆本能,Adverse instinct,0
pratikūlabhāṣin,pratikūlabhāṣin,3n,不利な話者,Adverse speakers,0
pratikūlapravartin,pratikūlapravartin,3n,逆に誘発された,adversely induced,0
vijñāpin,vijñāpin,3n,広告主,Advertiser,0
adviyoni,adviyoni,3i,advioni,advioni,0
abhibhāṣin,abhibhāṣin,3n,支持者,Advocates,0
adyut,adyut,3s,adyut,adyut,0
anitthaṃvid,anitthaṃvid,3s,麻酔科医,aesthesiologist,0
aphalgu,aphalgu,4u,アファルグ,afalgu,0
āphalodayakarman,āphalodayakarman,3n,afalodayakarman,afalodayakarman,0
aphalakāṅkṣin,aphalakāṅkṣin,3n,愛情深い,Affectionate,0
snehakartṛ,snehakartṛ,3r,愛情深い,affectionate,0
snehadviṣ,snehadviṣ,3s,愛情深い,affectionate,0
praṇayaspṛś,praṇayaspṛś,3s,愛情のこもったタッチ,Affectionate touch,0
aphalākāṅkṣin,aphalākāṅkṣin,3n,アフラカンキシン,aflakanxin,0
aphalaprepsu,aphalaprepsu,4u,aflaprepsu,aflaprepsu,0
dattapūrvoktaśāpabhī,dattapūrvoktaśāpabhī,3s,前述の呪いも,aforesaid curse too,0
apaścādaghvan,apaścādaghvan,3n,その後、彼らは殺した,"Afterwards, they killed",0
virāddhṛ,virāddh,3r,に対して,against,0
deśakālavirodhin,deśakālavirodhin,3n,国と時間に対して,against country and time,0
āgamāpāyin,āgamāpāyin,3n,アガマパイイン,Agamapayin,0
āgamin,āgamin,3n,アガミン,Agamin,0
agamyāgāmin,agamyāgāmin,3n,アガミャガミン,Agamyagamin,0
agandhasevin,agandhasevin,3n,アガンダセビン,Agandhasevin,0
agandhin,agandhin,3n,アガンディン,Agandhin,0
agārin,agārin,3n,アガリン,Agarin,0
agrapā,agrapā,3s,アガルパ,agarpa,0
āgaskārin,āgaskārin,3n,アガスカリン,Agaskarin,0
āgatanandin,āgatanandin,3n,アガタナンディン,Agatanandin,0
āgatarohin,āgatarohin,3n,アガタロヒン,Agatarohin,0
agatāsu,agatāsu,4u,アガタス,Agatasu,0
āgatavañcin,āgatavañcin,3n,アガタヴァンチン,Agatavanchin,0
āgatayodhin,āgatayodhin,3n,アガタヨディン,Agatayodhin,0
agati,agati,3i,アガティ,Agati,0
āgatanardin,āgatanardin,3n,アガトナルディン,Agatnardin,0
āyuj,āyuj,3s,年,age,0
āyu,āyu,4u,年,Age,0
vayiyu,vayiyu,4u,年,age,0
āyuḥpati,āyuḥpati,3i,年齢の夫,age husband,0
āyukṛt,āyukṛt,3s,高齢者,aged,0
abhikratu,abhikratu,4u,エージェント,agent,0
abhitāpin,abhitāpin,3n,苦しんでいる,aggrieved,0
aghakṛt,aghakṛt,3s,アガクラット,Aghakrat,0
aghārin,aghārin,3n,アガリン,Agharin,0
agharud,agharud,3s,アガルド,Agharud,0
aghaśaṃsin,aghaśaṃsin,3n,アガシャンシン,Aghashansin,0
aghātin,aghātin,3n,アガティン,Aghatin,0
aghavat,aghavat,3con,アガバット,Aghavat,0
aghāyu,aghāyu,4u,アガユ,Aghayu,0
aghoracakṣus,aghoracakṣus,3con,Aghorachakshas,Aghorachakshas,0
parivraḍhīyas,parivraḍhīyas,3con,エージング,aging,0
vṛkāyu,vṛkāyu,4u,エージング,aging,0
agiraukas,agiraukas,3con,アギロックス,Agiroks,0
udvignamanas,udvignamanas,3con,かき混ぜる,agitated,0
udvepin,udvepin,3n,かき混ぜる,agitated,0
agartamit,agartamit,3s,かき混ぜる,agitated,0
ākulakṛt,ākulakṛt,3s,かき混ぜる,agitated,0
vihvalatanu,vihvalatanu,4u,かき混ぜる,agitated,0
agniśrī,agniśrī,3s,agnashree,agnashree,0
aghnat,aghnat,3con,agnath,agnath,0
agnihotrahut,agnihotrahut,3s,Agnihotrahut,Agnihotrahut,0
agnihotrāyaṇin,agnihotrāyaṇin,3n,アグニホトラヤニン,Agnihotrayanin,0
agnihotrin,agnihotrin,3n,アグニホトリン,Agnihotrin,0
agnihut,agnihut,3s,アグニハット,Agnihut,0
agniketu,agniketu,4u,agniketu,agniketu,0
agnirājan,agnirājan,3n,アグニラジャン,Agnirajan,0
agniṣṭomasad,agniṣṭomasad,3s,agnistomasad,agnistomasad,0
agniṣṭomayājin,agniṣṭomayājin,3n,アグニストマヤジン,agnistomayajin,0
agnitap,agnitap,3s,agnitap,agnitap,0
agnitapas,agnitapas,3con,agnitapas,agnitapas,0
agnitejas,agnitejas,3con,Agnitejas,Agnitejas,0
agnitrā,agnitrā,3s,アグニトラ,Agnitra,0
agavyūti,agavyūti,3i,agnyuti,agnyuti,0
agnyutsādin,agnyutsādin,3n,agnyutsadin,agnyutsadin,0
agopā,agopā,3s,アゴパ,agopa,0
agrepā,agrepā,3s,アグラッパ,agrappa,0
sahamanas,sahamanas,3con,賛成,agreeable,0
agrepū,agrepū,3s,アグレプ,Agrepu,0
kṛṣāyu,kṛṣāyu,4u,農業生活,Agricultural life,0
karṣi,karṣi,3i,農業,Agriculture,0
kaṣi,kaṣi,3i,農業,Agriculture,0
agu,agu,4u,アグ,Agu,0
ahaṃjuṣ,ahaṃjuṣ,3s,アハンジュシュ,ahanjush,0
āhanas,āhanas,3con,アハンス,ahans,0
ahaṃyu,ahaṃyu,4u,あはんゆ,Ahanyu,0
ahārayat,ahārayat,3con,アハラヤット,aharayat,0
aharbhāj,aharbhāj,3s,aharbhaj,aharbhaj,0
ahārin,ahārin,3n,アハリン,aharin,0
ahaviryājin,ahaviryājin,3n,アハビラジン,ahavirajin,0
ahelin,ahelin,3n,アヘリン,ahelin,0
ahidat,ahidat,3con,ahidat,ahidat,0
ahigopā,ahigopā,3s,アヒゴパ,Ahigopa,0
ahimanyu,ahimanyu,4u,あひまにゅ,Ahimanyu,0
anehas,anehas,3con,アヒムサ,ahimsa,0
ahīnakarman,ahīnakarman,3n,アヒンカルマン,ahinkarman,0
ahitecchu,ahitecchu,4u,あひてちゅ,Ahitechchu,0
ahavis,ahavis,3con,ahivis,ahivis,0
ahivratin,ahivratin,3n,アヒブラチン,ahivratin,0
āhlādin,āhlādin,3n,幸せな日,Ahladin,0
ahali,ahali,3i,ahli,ahli,0
ahotṛ,ahotṛ,3r,アホトリ,Ahotri,0
ahri,ahri,3i,ahri,ahri,0
ahrī,ahrī,3s,ahri,ahri,0
āhṛtayajñakratu,āhṛtayajñakratu,4u,ahritayajnakratu,ahritayajnakratu,0
ahrutapsu,ahrutapsu,4u,ahrutapsu,ahrutapsu,0
ahu,ahu,4u,ahu,ahu,0
āhūtādhyāyin,āhūtādhyāyin,3n,ahutadhyayin,ahutadhyayin,0
ahutuc,ahutuc,3s,ahutuch,ahutuch,0
ahyarṣu,ahyarṣu,4u,ahyarshu,ahyarshu,0
āyajin,āyajin,3n,アイジン,aijin,0
avāyu,avāyu,4u,空気,air,0
tvāyu,tvāyu,4u,空気,air,0
vāyu,vāyu,4u,空気,air,0
vāyumat,vāyumat,3con,空中,airborne,0
vimānacārin,vimānacārin,3n,航空機パイロット,Aircraft pilots,0
vayunāvid,vayunāvid,3s,エアマン,airman,0
ajagati,ajagati,3i,アジャガティ,Ajagati,0
ajahat,ajahat,3con,アジャハット,ajahat,0
ajarayu,ajarayu,4u,あじゃりゅ,Ajaryu,0
ejat,ejat,3con,ajat,ajat,0
ajātaloman,ajātaloman,3n,ajatloman,ajatloman,0
ajātaśatru,ajātaśatru,4u,ajatshatru,ajatshatru,0
ajyāyas,ajyāyas,3con,アジャヤス,ajayas,0
ājyadhanvan,ājyadhanvan,3n,ajaydhanvan,ajaydhanvan,0
ajaghnivas,ajaghnivas,3con,ajghnivas,ajghnivas,0
ājigamiṣu,ājigamiṣu,4u,アジガミシュ,ajigamishu,0
ājigīṣu,ājigīṣu,4u,味ぎしゅ,Ajigishu,0
ājikṛt,ājikṛt,3s,ajikrit,ajikrit,0
ājiri,ājiri,3i,あじり,Ajiri,0
ajitātman,ajitātman,3n,Ajitatman,Ajitatman,0
ejitṛ,ejitṛ,3r,ajitru,ajitru,0
ājitur,ājitur,3s,ajitur,ajitur,0
ajaloman,ajaloman,3n,Ajloman,Ajloman,0
ajarat,ajarat,3con,ajrat,ajrat,0
ajvin,ajvin,3n,Ajvin,Ajvin,0
ajavas,ajavas,3con,Ajwas,Ajwas,0
akali,akali,3i,アカリ,Akali,0
akliṣṭakarman,akliṣṭakarman,3n,akalishtakarman,akalishtakarman,0
akāmin,akāmin,3n,アカミン,Akamin,0
akārin,akārin,3n,アカリン,Akarin,0
ākarin,ākarin,3n,アカリン,Akarin,0
akarman,akarman,3n,アカルマーン,Akarmaan,0
ākarṇin,ākarṇin,3n,アカルニン,Akarnin,0
ākāśātman,ākāśātman,3n,Akashatman,Akashatman,0
akavi,akavi,3i,赤木,Akavi,0
aketu,aketu,4u,あけつ,Aketu,0
akharvan,akharvan,3n,Akharvan,Akharvan,0
akhedin,akhedin,3n,アケディン,Akhedin,0
ākhidat,ākhidat,3con,アキダット,Akhidat,0
akhidrayāman,akhidrayāman,3n,アキドラヤマン,Akhidrayaman,0
akratu,akratu,4u,アクラツ,Akratu,0
akṛśalakṣmī,akṛśalakṣmī,3s,Akrishalakshmi,Akrishalakshmi,0
akṛcchrin,akṛcchrin,3n,アクルクリン,Akruchrin,0
anakṣ,anakṣ,3s,Aksh,Aksh,0
akṣamālin,akṣamālin,3n,アクシャマリン,Akshamalin,0
akṣamin,akṣamin,3n,アクシャミン,Akshamin,0
akṣṇayāvan,akṣṇayāvan,3n,Akshanayavan,Akshanayavan,0
akṣaresthā,akṣaresthā,3s,Aksharestha,Aksharestha,0
ākṣit,ākṣit,3s,Akshat,Akshat,0
akṣaṇvat,akṣaṇvat,3con,Akshatvat,Akshatvat,0
akṣayin,akṣayin,3n,Akshayin,Akshayin,0
akṣyāmayin,akṣyāmayin,3n,Akshaymayin,Akshaymayin,0
akṣit,akṣit,3s,Akshit,Akshit,0
akutomṛtyu,akutomṛtyu,4u,アクトムリチュ,Akutomrityu,0
akavāri,akavāri,3i,アクワリ,Akwari,0
alaṃbhūṣṇu,alaṃbhūṣṇu,4u,alabhusnu,alabhusnu,0
alambhaviṣṇu,alambhaviṣṇu,4u,alabhvishnu,alabhvishnu,0
alābugandhi,alābugandhi,3i,alabugandhi,alabugandhi,0
alakṣman,alakṣman,3n,alakshman,alakshman,0
alaṃgāmin,alaṃgāmin,3n,アランガミン,alangamin,0
analaṃkariṣṇu,analaṃkariṣṇu,4u,alankarishnu,alankarishnu,0
alaṃkariṣṇu,alaṃkariṣṇu,4u,アランカリシュヌ,Alankarishnu,0
alaṃkumāri,alaṃkumāri,3i,アランクマリ,Alankumari,0
apalāpin,apalāpin,3n,アラピン,alapin,0
ālāpin,ālāpin,3n,アラピン,alapin,0
analpamanyu,analpamanyu,4u,アラプマニュ,alapmanyu,0
alarṣirāti,alarṣirāti,3i,alarshirati,alarshirati,0
alas,alas,3con,悲しいかな,Alas,0
madryañc,madryañc,3s,アルコール,alcohol,0
dāru,dāru,4u,アルコール,alcohol,0
madayitṛ,madayitṛ,3r,アルコール,alcoholic,0
śaivālin,śaivālin,3n,藻類,algae,0
śaivalavat,śaivalavat,3con,algalvat,algalvat,0
alaghīyas,alaghīyas,3con,アルギヤ,alghiyas,0
alīkin,alīkin,3n,アリキン,Alikin,0
alimat,alimat,3con,アリマット,alimat,0
ajīvat,ajīvat,3con,生きている,alive,0
kṣāramehin,kṣāramehin,3n,アルカリフリー,alkali free,0
sabādh,sabādh,3s,全て,all,0
sarvapaśu,sarvapaśu,4u,すべての動物,All animals,0
sarvajanman,sarvajanman,3n,すべての誕生,all birth,0
sarvātithi,sarvātithi,3i,すべてのゲスト,All guests,0
sarvabhūmi,sarvabhūmi,3i,すべての土地,all land,0
sarvāyu,sarvāyu,4u,すべての人生,All life,0
sarvasmṛt,sarvasmṛt,3s,すべて覚えている,all remembered,0
sarvāvat,sarvāvat,3con,すべて同じ,All the same,0
sabādhas,sabādhas,3con,はるばる,all the way,0
sarvasteyakṛt,sarvasteyakṛt,3s,すべての盗難,All thefts,0
sarvadṛś,sarvadṛś,3s,すべて見える,all visible,0
sarvaśastrin,sarvaśastrin,3n,全武装,All-armed,0
sarvabhuj,sarvabhuj,3s,全武装,All-armed,0
sarvavarṇin,sarvavarṇin,3n,オールカラー,All-colored,0
sarvanirākṛti,sarvanirākṛti,3i,全破壊的,All-destructive,0
sarvānnin,sarvānnin,3n,すべてを網羅,all-encompassing,0
sarvakṛt,sarvakṛt,3s,すべてを網羅,all-encompassing,0
sarvabhogin,sarvabhogin,3n,すべてを楽しむ,all-enjoying,0
sarvānnabhojin,sarvānnabhojin,3n,オールフードイーター,all-food-eater,0
sarvaliṅgapradātṛ,sarvaliṅgapradātṛ,3r,オールジェンダープロバイダー,All-gender provider,0
sarvadātṛ,sarvadātṛ,3r,すべてを与える,All-giving,0
sarvānukārin,sarvānukārin,3n,オールインクルーシブ,all-inclusive,0
sarvajīvin,sarvajīvin,3n,オールリビング,All-living,0
sarvātman,sarvātman,3n,広く行き渡っている,All-pervading,0
sarvaśak,sarvaśak,3s,全能,All-powerful,0
sarvaguṇin,sarvaguṇin,3n,すべての品質,All-quality,0
sarvadhanin,sarvadhanin,3n,オールリッチ,All-rich,0
sarvakāmin,sarvakāmin,3n,すべてを求める,All-seeking,0
sarvavikrayin,sarvavikrayin,3n,すべての売り手,All-sellers,0
sarvataḥsarvendriyaśakti,sarvataḥsarvendriyaśakti,3i,どこでも万能の力,All-sense power everywhere,0
sarvābhiśaṅkin,sarvābhiśaṅkin,3n,すべて疑わしい,All-suspicious,0
sarvakālavicārin,sarvakālavicārin,3n,常に考える,All-time-thinking,0
sambhaktṛ,sambhaktṛ,3r,同盟,allied,0
ghṛtaspṛś,ghṛtaspṛś,3s,アリゲーター,alligator,0
ghṛtapruṣ,ghṛtapruṣ,3s,アリゲーター,alligator,0
ghṛtapṛc,ghṛtapṛc,3s,アリゲーター,alligator,0
aliṅgin,aliṅgin,3n,alling,alling,0
sahasrapoṣapuṣi,sahasrapoṣapuṣi,3i,同種異系,allogeneic,0
alaṃmanas,alaṃmanas,3con,アルマナス,Almanas,0
ālālamehin,ālālamehin,3n,全能,almighty,0
prāyavidhāyin,prāyavidhāyin,3n,ほぼ立法,almost legislative,0
